_CustomObjectKey,ID,HC_Classificacao__c
1302208,a0i6g000006NhVAAA0,Ex-cliente
1302209,a0i6g000006NhWUAA0,Ex-cliente
1302210,a0i6g000006NhkUAAS,Ex-cliente
1302211,a0i6g000006NhkpAAC,Ex-cliente
1302212,a0i6g000006NhlRAAS,Ex-cliente
1302213,a0i6g000006NhlvAAC,Ex-cliente
1302214,a0i6g000006NiHSAA0,Ex-cliente
1302215,a0i6g000006NiISAA0,Ex-cliente
1302216,a0i6g000006NiZDAA0,Ex-cliente
1302217,a0i6g000006NiZMAA0,Ex-cliente
1302218,a0i6g000006NiaoAAC,Ex-cliente
1302219,a0i6g000006NibJAAS,Ex-cliente
1302220,a0i6g000006NipcAAC,Ex-cliente
1302221,a0i6g000006Niq9AAC,Ex-cliente
1302222,a0i6g000006Nir4AAC,Ex-cliente
1302223,a0i6g000006NjPxAAK,Ex-cliente
1302224,a0i6g000006NqHXAA0,Ex-cliente
1302225,a0i6g000006NqnoAAC,Ex-cliente
1302226,a0i6g000006PbcJAAS,Ex-cliente
1302227,a0i6g000006Pqh1AAC,Ex-cliente
1302228,a0i6g000006PsFZAA0,Ex-cliente
1302229,a0i6g000006Q1nlAAC,Ex-cliente
1302230,a0i6g000006Q1nsAAC,Ex-cliente
1302231,a0i6g000006QM2bAAG,Ex-cliente
1302232,a0i6g000006QbyqAAC,Ex-cliente
1302233,a0i6g000006QeEjAAK,Ex-cliente
1302234,a0i6g000006Fc1bAAC,Ex-cliente
1302235,a0i6g000006G3IxAAK,Ex-cliente
1302236,a0i6g000006GziyAAC,Ex-cliente
1302237,a0i6g000006IPRHAA4,Ex-cliente
1302238,a0i6g000006Iv9rAAC,Ex-cliente
1302239,a0i6g000006J1KQAA0,Ex-cliente
1302240,a0i6g000006JOhyAAG,Ex-cliente
1302241,a0i6g000006JQ6WAAW,Ex-cliente
1302242,a0i6g000006JzaSAAS,Ex-cliente
1302243,a0i6g000006K424AAC,Ex-cliente
1302244,a0i6g000006KihaAAC,Ex-cliente
1302245,a0i6g000006KlD5AAK,Ex-cliente
1302246,a0i6g000006LLwuAAG,Ex-cliente
1302247,a0i6g000006LtroAAC,Ex-cliente
1302248,a0i6g000006LuPrAAK,Ex-cliente
1302249,a0i6g000006LyPVAA0,Ex-cliente
1302250,a0i6g000006MitCAAS,Ex-cliente
1302251,a0i6g000006Mn0xAAC,Ex-cliente
1302252,a0i6g000006MpYAAA0,Ex-cliente
1302253,a0i6g000006MzJ3AAK,Ex-cliente
1302254,a0i6g000006NZBrAAO,Ex-cliente
1302255,a0i6g000006NaDRAA0,Ex-cliente
1302256,a0i6g000006NguuAAC,Ex-cliente
1302257,a0i6g000006NgwEAAS,Ex-cliente
1302258,a0i6g000006NgwPAAS,Ex-cliente
1302259,a0i6g000006NhHNAA0,Ex-cliente
1302260,a0i6g000006NhIiAAK,Ex-cliente
1302261,a0i6g000006NhWhAAK,Ex-cliente
1302262,a0i6g000006NhYCAA0,Ex-cliente
1302263,a0i6g000006NhlMAAS,Ex-cliente
1302264,a0i6g000006NhypAAC,Ex-cliente
1302265,a0i6g000006NhyqAAC,Ex-cliente
1302266,a0i6g000006NiIPAA0,Ex-cliente
1302267,a0i6g000006Nib0AAC,Ex-cliente
1302268,a0i6g000006NibTAAS,Ex-cliente
1302269,a0i6g000006NibkAAC,Ex-cliente
1302270,a0i6g000006NiblAAC,Ex-cliente
1302271,a0i6g000006NiruAAC,Ex-cliente
1302272,a0i6g000006Nis4AAC,Ex-cliente
1302273,a0i6g000006Nj6qAAC,Ex-cliente
1302274,a0i6g000006Nj7kAAC,Ex-cliente
1302275,a0i6g000006Nj8KAAS,Ex-cliente
1302276,a0i6g000006Nj8wAAC,Ex-cliente
1302277,a0i6g000006NjPYAA0,Ex-cliente
1302278,a0i6g000006NnbxAAC,Ex-cliente
1302279,a0i6g000006NqEnAAK,Ex-cliente
1302280,a0i6g000006NqGtAAK,Ex-cliente
1302281,a0i6g000006NqHjAAK,Ex-cliente
1302282,a0i6g000006NqnGAAS,Ex-cliente
1302283,a0i6g000006O9nJAAS,Ex-cliente
1302284,a0i6g000006PrmNAAS,Ex-cliente
1302285,a0i6g000006Qcb1AAC,Ex-cliente
1302286,a0i6g000006QeBuAAK,Ex-cliente
1302287,a0i6g000006R9YQAA0,Ex-cliente
1302288,a0i6g000006DTXdAAO,Ex-cliente
1302289,a0i6g000006DacYAAS,Ex-cliente
1302290,a0i6g000006ILn5AAG,Ex-cliente
1302291,a0i6g000006IsdLAAS,Ex-cliente
1302292,a0i6g000006JXy5AAG,Ex-cliente
1302293,a0i6g000006K5FaAAK,Ex-cliente
1302294,a0i6g000006K5fCAAS,Ex-cliente
1302295,a0i6g000006LIL7AAO,Ex-cliente
1302296,a0i6g000006LswgAAC,Ex-cliente
1302297,a0i6g000006NQ6uAAG,Ex-cliente
1302298,a0i6g000006NWOxAAO,Ex-cliente
1302299,a0i6g000006NWhsAAG,Ex-cliente
1302300,a0i6g000006NgvZAAS,Ex-cliente
1302301,a0i6g000006NgvdAAC,Ex-cliente
1302302,a0i6g000006NgwbAAC,Ex-cliente
1302303,a0i6g000006NgwjAAC,Ex-cliente
1302304,a0i6g000006NgwnAAC,Ex-cliente
1302305,a0i6g000006NhGRAA0,Ex-cliente
1302306,a0i6g000006NhHlAAK,Ex-cliente
1302307,a0i6g000006NhW6AAK,Ex-cliente
1302308,a0i6g000006NhWbAAK,Ex-cliente
1302309,a0i6g000006NhWwAAK,Ex-cliente
1302310,a0i6g000006NhX5AAK,Ex-cliente
1302311,a0i6g000006Nhk5AAC,Ex-cliente
1302312,a0i6g000006Nhl6AAC,Ex-cliente
1302313,a0i6g000006NiHFAA0,Ex-cliente
1302314,a0i6g000006NiHqAAK,Ex-cliente
1302315,a0i6g000006NibNAAS,Ex-cliente
1302316,a0i6g000006Nir0AAC,Ex-cliente
1302317,a0i6g000006NirlAAC,Ex-cliente
1302318,a0i6g000006NisGAAS,Ex-cliente
1302319,a0i6g000006Nj6jAAC,Ex-cliente
1302320,a0i6g000006Nj7MAAS,Ex-cliente
1302321,a0i6g000006Nj81AAC,Ex-cliente
1302322,a0i6g000006Nj9UAAS,Ex-cliente
1302323,a0i6g000006NnlmAAC,Ex-cliente
1302324,a0i6g000006NoWDAA0,Ex-cliente
1302325,a0i6g000006NqFnAAK,Ex-cliente
1302326,a0i6g000006NqH9AAK,Ex-cliente
1302327,a0i6g000006NqWWAA0,Ex-cliente
1302328,a0i6g000006NqWeAAK,Ex-cliente
1302329,a0i6g000006NqnRAAS,Ex-cliente
1302330,a0i6g000006OnyjAAC,Ex-cliente
1302331,a0i6g000006OsVDAA0,Ex-cliente
1302332,a0i6g000006Q1nrAAC,Ex-cliente
1302333,a0i6g000006QcRJAA0,Ex-cliente
1302334,a0i6g000006R8qqAAC,Ex-cliente
1302335,a0i6g000006SBGsAAO,Ex-cliente
1302336,a0i6g000006SHvzAAG,Ex-cliente
1302337,a0i6g000006V5pvAAC,Ex-cliente
1302338,a0i6g000006V6EtAAK,Ex-cliente
1302339,a0i6g000006V6LwAAK,Ex-cliente
1302340,a0i6g000006V6MhAAK,Ex-cliente
1302341,a0i6g000006V6k9AAC,Ex-cliente
1302342,a0i6g000006RK1IAAW,Ex-cliente
1302343,a0i6g000006RsbbAAC,Ex-cliente
1302344,a0i6g000006RsfcAAC,Ex-cliente
1302345,a0i6g000006Ta0cAAC,Ex-cliente
1302346,a0i6g000006U5SSAA0,Ex-cliente
1302347,a0i6g000006V5djAAC,Ex-cliente
1302348,a0i6g000006V6FxAAK,Ex-cliente
1302349,a0i6g000006V6LyAAK,Ex-cliente
1302350,a0i6g000006V6ipAAC,Ex-cliente
1302351,a0i6g000006V7KoAAK,Ex-cliente
1302352,a0i6g000006VomGAAS,Ex-cliente
1302353,a0i6g000006VooMAAS,Ex-cliente
1302354,a0i6g000006VpCBAA0,Ex-cliente
1302355,a0i6g000006VpNiAAK,Ex-cliente
1302356,a0i6g000006VpPKAA0,Ex-cliente
1302357,a0i6g000006VpRkAAK,Ex-cliente
1302358,a0i6g000006Vpf5AAC,Ex-cliente
1302359,a0i6g000006VpuZAAS,Ex-cliente
1302360,a0i6g000007tcAYAAY,Ex-cliente
1302361,a0i6g0000089QFgAAM,Ex-cliente
1302362,a0i6g0000089QQ4AAM,Ex-cliente
1302363,a0i6g0000089QQKAA2,Ex-cliente
1302364,a0i6g0000089QZtAAM,Ex-cliente
1302365,a0i6g0000089QbOAAU,Ex-cliente
1302366,a0i6g0000089QcrAAE,Ex-cliente
1302367,a0i6g000008RSOdAAO,Ex-cliente
1302368,a0i6g000009nNiLAAU,Ex-cliente
1302369,a0i6g00000AOAOlAAP,Ex-cliente
1302370,a0i6g00000EhhMQAAZ,Ex-cliente
1302371,a0i6g00000EhhSTAAZ,Ex-cliente
1302372,a0i6g000006DcBsAAK,Ex-cliente
1302373,a0i6g000006Dhm7AAC,Ex-cliente
1302374,a0i6g000006DkqTAAS,Ex-cliente
1302375,a0i6g000006DqfvAAC,Ex-cliente
1302376,a0i6g000006FrjMAAS,Ex-cliente
1302377,a0i6g000006G9rzAAC,Ex-cliente
1302378,a0i6g000006GI5DAAW,Ex-cliente
1302379,a0i6g000006GNQ3AAO,Ex-cliente
1302380,a0i6g000006GWX0AAO,Ex-cliente
1302381,a0i6g000006HO3aAAG,Ex-cliente
1302382,a0i6g000006IAPBAA4,Ex-cliente
1302383,a0i6g000006IO8QAAW,Ex-cliente
1302384,a0i6g000006IPIGAA4,Ex-cliente
1302385,a0i6g000006IamoAAC,Ex-cliente
1302386,a0i6g000006JQvPAAW,Ex-cliente
1302387,a0i6g000006K5FbAAK,Ex-cliente
1302388,a0i6g000006KhHPAA0,Ex-cliente
1302389,a0i6g000006LLlGAAW,Ex-cliente
1302390,a0i6g000006MHDTAA4,Ex-cliente
1302391,a0i6g000006MXCLAA4,Ex-cliente
1302392,a0i6g000006MuJ5AAK,Ex-cliente
1302393,a0i6g000006NWNkAAO,Ex-cliente
1302394,a0i6g000006NWOpAAO,Ex-cliente
1302395,a0i6g000006NqXCAA0,Ex-cliente
1302396,a0i6g000006NqnsAAC,Ex-cliente
1302397,a0i6g000006Nqo8AAC,Ex-cliente
1302398,a0i6g000006Nr26AAC,Ex-cliente
1302399,a0i6g000006PBiqAAG,Ex-cliente
1302400,a0i6g000006PaZOAA0,Ex-cliente
1302401,a0i6g000006PrFpAAK,Ex-cliente
1302402,a0i6g000006QgsJAAS,Ex-cliente
1302403,a0i6g000006RrYoAAK,Ex-cliente
1302404,a0i6g000006V5phAAC,Ex-cliente
1302405,a0i6g000006V5pqAAC,Ex-cliente
1302406,a0i6g000006V6MNAA0,Ex-cliente
1302407,a0i6g000006V6MtAAK,Ex-cliente
1302408,a0i6g000006V6ktAAC,Ex-cliente
1302409,a0i6g000006V7CFAA0,Ex-cliente
1302410,a0i6g000006Vp8pAAC,Ex-cliente
1302411,a0i6g000006VpBqAAK,Ex-cliente
1302412,a0i6g000006VpFDAA0,Ex-cliente
1302413,a0i6g000006VpYuAAK,Ex-cliente
1302414,a0i6g000006VpkGAAS,Ex-cliente
1302415,a0i6g000006VpuQAAS,Ex-cliente
1302416,a0i6g000006VpuWAAS,Ex-cliente
1302417,a0i6g0000089QOvAAM,Ex-cliente
1302418,a0i6g0000089QbTAAU,Ex-cliente
1302419,a0i6g000008dVnQAAU,Ex-cliente
1302420,a0i6g000009SWWmAAO,Ex-cliente
1302421,a0i6g00000EhfuCAAR,Ex-cliente
1302422,a0i6g00000EhfvoAAB,Ex-cliente
1302423,a0i6g00000EhfwcAAB,Ex-cliente
1302424,a0i6g00000H7T6CAAV,Ex-cliente
1302425,a0i6g000006DZNbAAO,Ex-cliente
1302426,a0i6g000006DnIrAAK,Ex-cliente
1302427,a0i6g000006DnUoAAK,Ex-cliente
1302428,a0i6g000006GciTAAS,Ex-cliente
1302429,a0i6g000006HifJAAS,Ex-cliente
1302430,a0i6g000006I2ReAAK,Ex-cliente
1302431,a0i6g000006IO8SAAW,Ex-cliente
1302432,a0i6g000006Ilj6AAC,Ex-cliente
1302433,a0i6g000006InwNAAS,Ex-cliente
1302434,a0i6g000006Is1XAAS,Ex-cliente
1302435,a0i6g000006Jx1sAAC,Ex-cliente
1302436,a0i6g000006Jy6DAAS,Ex-cliente
1302437,a0i6g000006KEoJAAW,Ex-cliente
1302438,a0i6g000006KfSBAA0,Ex-cliente
1302439,a0i6g000006KihZAAS,Ex-cliente
1302440,a0i6g000006KlN7AAK,Ex-cliente
1302441,a0i6g000006LIumAAG,Ex-cliente
1302442,a0i6g000006LLaCAAW,Ex-cliente
1302443,a0i6g000006MPhkAAG,Ex-cliente
1302444,a0i6g000006MTB6AAO,Ex-cliente
1302445,a0i6g000006MyW8AAK,Ex-cliente
1302446,a0i6g000006NWOKAA4,Ex-cliente
1302447,a0i6g000006NWhvAAG,Ex-cliente
1302448,a0i6g000006NWiWAAW,Ex-cliente
1302449,a0i6g000006QpypAAC,Ex-cliente
1302450,a0i6g000006RSL7AAO,Ex-cliente
1302451,a0i6g000006RbYwAAK,Ex-cliente
1302452,a0i6g000006Ttz5AAC,Ex-cliente
1302453,a0i6g000006V5fqAAC,Ex-cliente
1302454,a0i6g000006V5qlAAC,Ex-cliente
1302455,a0i6g000006V6LnAAK,Ex-cliente
1302456,a0i6g000006V7C8AAK,Ex-cliente
1302457,a0i6g000006V7KMAA0,Ex-cliente
1302458,a0i6g000006VpM5AAK,Ex-cliente
1302459,a0i6g000006W1tQAAS,Ex-cliente
1302460,a0i6g0000089QREAA2,Ex-cliente
1302461,a0i6g0000089QbdAAE,Ex-cliente
1302462,a0i6g000008SrC8AAK,Ex-cliente
1302463,a0i6g00000AuMTkAAN,Ex-cliente
1302464,a0i6g00000BTnNrAAL,Ex-cliente
1302465,a0i6g00000BUS1GAAX,Ex-cliente
1302466,a0i6g00000Egjg2AAB,Ex-cliente
1302467,a0i6g00000Eh2MsAAJ,Ex-cliente
1302468,a0i6g00000EhdbRAAR,Ex-cliente
1302469,a0i6g00000EhdfsAAB,Ex-cliente
1302470,a0i6g00000EhhscAAB,Ex-cliente
1302471,a0i6g00000H74B8AAJ,Ex-cliente
1302472,a0i6g000006DXT9AAO,Ex-cliente
1302473,a0i6g000006EfR1AAK,Ex-cliente
1302474,a0i6g000006FL5rAAG,Ex-cliente
1302475,a0i6g000006INfMAAW,Ex-cliente
1302476,a0i6g000006JjfNAAS,Ex-cliente
1302477,a0i6g000006Ke6CAAS,Ex-cliente
1302478,a0i6g000006KhsKAAS,Ex-cliente
1302479,a0i6g000006LGrpAAG,Ex-cliente
1302480,a0i6g000006LH4VAAW,Ex-cliente
1302481,a0i6g000006LLwqAAG,Ex-cliente
1302482,a0i6g000006LsdQAAS,Ex-cliente
1302483,a0i6g000006NEWWAA4,Ex-cliente
1302484,a0i6g000006NWhEAAW,Ex-cliente
1302485,a0i6g000006NWhQAAW,Ex-cliente
1302486,a0i6g000006NguQAAS,Ex-cliente
1302487,a0i6g000006NgvJAAS,Ex-cliente
1302488,a0i6g000006NgwiAAC,Ex-cliente
1302489,a0i6g000006NhHHAA0,Ex-cliente
1302490,a0i6g000006NhHkAAK,Ex-cliente
1302491,a0i6g000006NhWFAA0,Ex-cliente
1302492,a0i6g000006NhWPAA0,Ex-cliente
1302493,a0i6g000006NhWSAA0,Ex-cliente
1302494,a0i6g000006NhWqAAK,Ex-cliente
1302495,a0i6g000006NhX2AAK,Ex-cliente
1302496,a0i6g000006NhXVAA0,Ex-cliente
1302497,a0i6g000006NhlfAAC,Ex-cliente
1302498,a0i6g000006NhycAAC,Ex-cliente
1302499,a0i6g000006NhyrAAC,Ex-cliente
1302500,a0i6g000006Nhz3AAC,Ex-cliente
1302501,a0i6g000006NiHfAAK,Ex-cliente
1302502,a0i6g000006NiI4AAK,Ex-cliente
1302503,a0i6g000006V6wxAAC,Ex-cliente
1302504,a0i6g000006VolbAAC,Ex-cliente
1302505,a0i6g000006VonCAAS,Ex-cliente
1302506,a0i6g000006VooRAAS,Ex-cliente
1302507,a0i6g000006VorkAAC,Ex-cliente
1302508,a0i6g000006VpImAAK,Ex-cliente
1302509,a0i6g000006VpesAAC,Ex-cliente
1302510,a0i6g0000089QOuAAM,Ex-cliente
1302511,a0i6g0000089QYnAAM,Ex-cliente
1302512,a0i6g0000089zOMAAY,Ex-cliente
1302513,a0i6g000008w08cAAA,Ex-cliente
1302514,a0i6g000009iavTAAQ,Ex-cliente
1302515,a0i6g000009kvk6AAA,Ex-cliente
1302516,a0i6g00000A832ZAAR,Ex-cliente
1302517,a0i6g00000BTcNBAA1,Ex-cliente
1302518,a0i6g00000EhddrAAB,Ex-cliente
1302519,a0i6g00000EhfyTAAR,Ex-cliente
1302520,a0i6g00000EhfzlAAB,Ex-cliente
1302521,a0i6g00000EhgqUAAR,Ex-cliente
1302522,a0i6g00000EhhZyAAJ,Ex-cliente
1302523,a0i6g00000H7TJLAA3,Ex-cliente
1302524,a0i6g000006EJH2AAO,Ex-cliente
1302525,a0i6g000006EgoyAAC,Ex-cliente
1302526,a0i6g000006G2U0AAK,Ex-cliente
1302527,a0i6g000006IknoAAC,Ex-cliente
1302528,a0i6g000006JzyWAAS,Ex-cliente
1302529,a0i6g000006K1ujAAC,Ex-cliente
1302530,a0i6g000006K3lXAAS,Ex-cliente
1302531,a0i6g000006KejoAAC,Ex-cliente
1302532,a0i6g000006KhrBAAS,Ex-cliente
1302533,a0i6g000006KjptAAC,Ex-cliente
1302534,a0i6g000006LLwyAAG,Ex-cliente
1302535,a0i6g000006Mn0OAAS,Ex-cliente
1302536,a0i6g000006MyqRAAS,Ex-cliente
1302537,a0i6g000006NHZiAAO,Ex-cliente
1302538,a0i6g000006NM9TAAW,Ex-cliente
1302539,a0i6g000006NM9UAAW,Ex-cliente
1302540,a0i6g000006NRpGAAW,Ex-cliente
1302541,a0i6g000006NWOIAA4,Ex-cliente
1302542,a0i6g000006NguBAAS,Ex-cliente
1302543,a0i6g000006NgunAAC,Ex-cliente
1302544,a0i6g000006NgwfAAC,Ex-cliente
1302545,a0i6g000006NhH5AAK,Ex-cliente
1302546,a0i6g000006NhIpAAK,Ex-cliente
1302547,a0i6g000006NhVVAA0,Ex-cliente
1302548,a0i6g000006NhVlAAK,Ex-cliente
1302549,a0i6g000006NhXeAAK,Ex-cliente
1302550,a0i6g000006NhY4AAK,Ex-cliente
1302551,a0i6g000006NhYIAA0,Ex-cliente
1302552,a0i6g000006Nhm3AAC,Ex-cliente
1302553,a0i6g000006NiI5AAK,Ex-cliente
1302554,a0i6g000006NiYmAAK,Ex-cliente
1302555,a0i6g000006NiZ6AAK,Ex-cliente
1302556,a0i6g000006NiafAAC,Ex-cliente
1302557,a0i6g000006NgtqAAC,Ex-cliente
1302558,a0i6g000006NgvTAAS,Ex-cliente
1302559,a0i6g000006NgvcAAC,Ex-cliente
1302560,a0i6g000006NgwSAAS,Ex-cliente
1302561,a0i6g000006NhIQAA0,Ex-cliente
1302562,a0i6g000006NhJMAA0,Ex-cliente
1302563,a0i6g000006NhVSAA0,Ex-cliente
1302564,a0i6g000006NhljAAC,Ex-cliente
1302565,a0i6g000006NiGvAAK,Ex-cliente
1302566,a0i6g000006Niq3AAC,Ex-cliente
1302567,a0i6g000006Niq6AAC,Ex-cliente
1302568,a0i6g000006NirPAAS,Ex-cliente
1302569,a0i6g000006NirkAAC,Ex-cliente
1302570,a0i6g000006Nj6eAAC,Ex-cliente
1302571,a0i6g000006Nj7hAAC,Ex-cliente
1302572,a0i6g000006NjOLAA0,Ex-cliente
1302573,a0i6g000006NjOQAA0,Ex-cliente
1302574,a0i6g000006NjPLAA0,Ex-cliente
1302575,a0i6g000006NqFCAA0,Ex-cliente
1302576,a0i6g000006NqG2AAK,Ex-cliente
1302577,a0i6g000006NqGwAAK,Ex-cliente
1302578,a0i6g000006NqWnAAK,Ex-cliente
1302579,a0i6g000006NqXMAA0,Ex-cliente
1302580,a0i6g000006NqntAAC,Ex-cliente
1302581,a0i6g000006Nr2SAAS,Ex-cliente
1302582,a0i6g000006PiaEAAS,Ex-cliente
1302583,a0i6g000006PqZ5AAK,Ex-cliente
1302584,a0i6g000006PtJ9AAK,Ex-cliente
1302585,a0i6g000006QG3fAAG,Ex-cliente
1302586,a0i6g000006QILjAAO,Ex-cliente
1302587,a0i6g000006QTXPAA4,Ex-cliente
1302588,a0i6g000006Qt1nAAC,Ex-cliente
1302589,a0i6g000006R8qdAAC,Ex-cliente
1302590,a0i6g000006RAnlAAG,Ex-cliente
1302591,a0i6g000006Ria0AAC,Ex-cliente
1302592,a0i6g000006TNcyAAG,Ex-cliente
1302593,a0i6g000006TghaAAC,Ex-cliente
1302594,a0i6g000006V5dlAAC,Ex-cliente
1302595,a0i6g000006V5fOAAS,Ex-cliente
1302596,a0i6g000006V5fyAAC,Ex-cliente
1302597,a0i6g000006V5pCAAS,Ex-cliente
1302598,a0i6g000006V6DrAAK,Ex-cliente
1302599,a0i6g000006V6ECAA0,Ex-cliente
1302600,a0i6g000006V6G6AAK,Ex-cliente
1302601,a0i6g000006VXbIAAW,Ex-cliente
1302602,a0i6g000006VoxJAAS,Ex-cliente
1302603,a0i6g000006VpWWAA0,Ex-cliente
1302604,a0i6g000006VpetAAC,Ex-cliente
1302605,a0i6g000006VprIAAS,Ex-cliente
1302606,a0i6g0000089QFzAAM,Ex-cliente
1302607,a0i6g0000089QHRAA2,Ex-cliente
1302608,a0i6g0000089QQxAAM,Ex-cliente
1302609,a0i6g0000089QZhAAM,Ex-cliente
1302610,a0i6g0000089QaUAAU,Ex-cliente
1302611,a0i6g000006NWOrAAO,Ex-cliente
1302612,a0i6g000006NWgPAAW,Ex-cliente
1302613,a0i6g000006NWi5AAG,Ex-cliente
1302614,a0i6g000006NWiJAAW,Ex-cliente
1302615,a0i6g000006NWilAAG,Ex-cliente
1302616,a0i6g000006NZWYAA4,Ex-cliente
1302617,a0i6g000006NgtgAAC,Ex-cliente
1302618,a0i6g000006NgvoAAC,Ex-cliente
1302619,a0i6g000006Ngw9AAC,Ex-cliente
1302620,a0i6g000006NhVkAAK,Ex-cliente
1302621,a0i6g000006NhVtAAK,Ex-cliente
1302622,a0i6g000006NhkHAAS,Ex-cliente
1302623,a0i6g000006NhkTAAS,Ex-cliente
1302624,a0i6g000006NhlBAAS,Ex-cliente
1302625,a0i6g000006NhyKAAS,Ex-cliente
1302626,a0i6g000006NhywAAC,Ex-cliente
1302627,a0i6g000006NhzLAAS,Ex-cliente
1302628,a0i6g000006NiaaAAC,Ex-cliente
1302629,a0i6g000006NibAAAS,Ex-cliente
1302630,a0i6g000006NisQAAS,Ex-cliente
1302631,a0i6g000006Nj6XAAS,Ex-cliente
1302632,a0i6g000006Nj6zAAC,Ex-cliente
1302633,a0i6g000006Nj93AAC,Ex-cliente
1302634,a0i6g000006NjNRAA0,Ex-cliente
1302635,a0i6g000006NjPIAA0,Ex-cliente
1302636,a0i6g000006NjPZAA0,Ex-cliente
1302637,a0i6g000006NqFHAA0,Ex-cliente
1302638,a0i6g000006NqGbAAK,Ex-cliente
1302639,a0i6g000006NqHAAA0,Ex-cliente
1302640,a0i6g000006Nr24AAC,Ex-cliente
1302641,a0i6g000006OBbVAAW,Ex-cliente
