_CustomObjectKey,ID_TITULO,ID_PLANO,ID_SERIE,STATUS
45651085,231922,"PM06H ",RA,Finalizado - Resgate Pago
45651086,45831,"PP60M ",AA,Finalizado - Resgate Pago
45651087,84473,"PM36A ",CI,Finalizado - Resgate Pago
45651088,1669,"PM36A ",CV,Finalizado - Resgate Pago
45651089,75898,"PM36A ",CJ,Finalizado - Resgate Pago
45651090,29219,"PM36A ",CO,Finalizado - Resgate Pago
45651091,95725,"PM36A ",CG,Finalizado - Resgate Pago
45651092,11073,"PM36A ",CR,Finalizado - Resgate Pago
45651093,55936,"PM36A ",CL,Finalizado - Resgate Pago
45651094,7217,"PM36A ",CS,Finalizado - Resgate Pago
45651095,84428,"PM36A ",CI,Finalizado - Resgate Pago
45651096,37623,"PM36A ",CN,Finalizado - Resgate Pago
45651097,56037,"PM36A ",CL,Finalizado - Resgate Pago
45651098,29127,"PM36A ",CO,Finalizado - Resgate Pago
45651099,11013,"PM36A ",CR,Finalizado - Resgate Pago
45651100,46430,"PM36A ",CM,Finalizado - Resgate Pago
45651101,1647,"PM36A ",CV,Finalizado - Resgate Pago
45651102,10899,"PM36A ",CR,Finalizado - Resgate Pago
45651103,46350,"PM36A ",CM,Finalizado - Resgate Pago
45651104,15716,"PM36A ",CQ,Finalizado - Resgate Pago
45651105,37403,"PM36A ",CN,Finalizado - Resgate Pago
45651106,55720,"PM36A ",CL,Finalizado - Resgate Pago
45651107,10707,"PM36A ",CS,Finalizado - Fim de plano
45651108,4673,"PM36A ",CT,Finalizado - Resgate Pago
45651109,43832,"PU24A ",EA,Finalizado - Resgate Pago
45651110,63269,"PM36A ",CL,Finalizado - Fim de plano
45651111,44660,"PM36A ",CN,Finalizado - Fim de plano
45651112,27721,"PM36A ",CP,Finalizado - Fim de plano
45651113,284063,"PM06H ",RA,Finalizado - Resgate Pago
45651114,883,"PM36A ",CX,Finalizado - Fim de plano
45651115,72105,"PM36A ",CK,Finalizado - Fim de plano
45651116,27929,"PM36A ",CP,Finalizado - Fim de plano
45651117,430519,"PM48M ",OF,Finalizado - Resgate Pago
45651118,10452,"PM36A ",CG,Finalizado - Resgate Pago
45651119,20437,"PU36N ",TC,Finalizado - Resgate Pago
45651120,89019,"PM36  ",AA,Finalizado - Resgate Pago
45651121,284476,"PM06H ",RA,Finalizado - Resgate Pago
45651122,79284,"PM48M ",OJ,Finalizado - Resgate Pago
45651123,153050,"PM48M ",OI,Finalizado - Resgate Pago
45651124,360216,"PM48M ",OF,Finalizado - Resgate Pago
45651125,37221,"PM36A ",CN,Finalizado - Resgate Pago
45651126,29058,"PM36A ",CO,Finalizado - Resgate Pago
45651127,46420,"PM36A ",CM,Finalizado - Resgate Pago
45651128,55653,"PM36A ",CL,Finalizado - Resgate Pago
45651129,4732,"PM36A ",CT,Finalizado - Resgate Pago
45651130,50010,"PP60M ",AA,Finalizado - Resgate Pago
45651131,50648,"PP60M ",AA,Finalizado - Fim de plano
45651132,291360,"PM48M ",OE,Finalizado - Fim de plano
45651133,93553,"PM48M ",OG,Finalizado - Fim de plano
45651134,291077,"PM48M ",OE,Finalizado - Fim de plano
45651135,291078,"PM48M ",OE,Finalizado - Fim de plano
45651136,64283,"PM48M ",OG,Finalizado - Resgate Pago
45651137,127420,"PU24A ",EA,Finalizado - Resgate Pago
45651138,196660,"PU36N ",TB,Finalizado - Fim de plano
45651139,196661,"PU36N ",TB,Finalizado - Fim de plano
45651140,196663,"PU36N ",TB,Finalizado - Fim de plano
45651141,25332,"PM48M ",OM,Finalizado - Fim de plano
45651142,265136,"PU36A ",IA,Finalizado - Resgate Pago
45651143,265138,"PU36A ",IA,Finalizado - Resgate Pago
45651144,265140,"PU36A ",IA,Finalizado - Resgate Pago
45651145,265142,"PU36A ",IA,Finalizado - Resgate Pago
45651146,376298,"PM48M ",OF,Finalizado - Resgate Pago
45651147,7846,"PM36  ",AF,Finalizado - Resgate Pago
45651148,42568,"PM36A ",CK,Finalizado - Resgate Pago
45651149,96815,"PM36A ",CG,Finalizado - Fim de plano
45651150,27874,"PM36A ",CP,Finalizado - Fim de plano
45651151,45000,"PM36A ",CN,Finalizado - Fim de plano
45651152,15132,"PM36A ",CR,Finalizado - Resgate Pago
45651153,6836,"PM36A ",CT,Finalizado - Fim de plano
45651154,20805,"PM36A ",CQ,Finalizado - Fim de plano
45651155,65574,"PM36A ",CE,Finalizado - Resgate Pago
45651156,32226,"PM36A ",CH,Finalizado - Resgate Pago
45651157,165732,"PU24A ",EA,Finalizado - Resgate Pago
45651158,21725,"PM36A ",CP,Finalizado - Resgate Pago
45651159,65393,"PM36A ",CK,Finalizado - Resgate Pago
45651160,375654,"PP60  ",WA,Finalizado - Resgate Pago
45651161,29036,"PM36A ",CO,Finalizado - Resgate Pago
45651162,17414,"PU36J ",AA,Finalizado - Fim de plano
45651163,43374,"PU36F ",AB,Finalizado - Resgate Pago
45651164,43375,"PU36F ",AB,Finalizado - Resgate Pago
45651165,43376,"PU36F ",AB,Finalizado - Resgate Pago
45651166,43377,"PU36F ",AB,Finalizado - Resgate Pago
45651167,73128,"PM36A ",CI,Finalizado - Resgate Pago
45651168,81042,"PM36A ",CJ,Finalizado - Fim de plano
45651169,81043,"PM36A ",CJ,Finalizado - Fim de plano
45651170,15235,"PM36A ",CR,Finalizado - Fim de plano
45651171,10437,"PM36A ",CS,Finalizado - Fim de plano
45651172,27937,"PM36A ",CP,Finalizado - Fim de plano
45651173,54276,"PM36A ",CM,Finalizado - Fim de plano
45651174,4554,"PM36A ",CU,Finalizado - Fim de plano
45651175,63467,"PM36A ",CL,Finalizado - Fim de plano
45651176,72240,"PM36A ",CK,Finalizado - Fim de plano
45651177,54325,"PM36A ",CM,Finalizado - Fim de plano
45651178,45075,"PM36A ",CN,Finalizado - Fim de plano
45651179,28008,"PM36A ",CP,Finalizado - Fim de plano
45651180,54411,"PM36A ",CM,Finalizado - Fim de plano
45651181,15253,"PM36A ",CR,Finalizado - Fim de plano
45651182,4555,"PM36A ",CU,Finalizado - Fim de plano
45651183,63436,"PM36A ",CL,Finalizado - Fim de plano
45651184,4533,"PM36A ",CU,Finalizado - Fim de plano
45651185,54416,"PM36A ",CM,Finalizado - Fim de plano
45651186,28079,"PM36A ",CP,Finalizado - Fim de plano
45651187,54367,"PM36A ",CM,Finalizado - Fim de plano
45651188,526,"PM36A ",CX,Finalizado - Resgate Pago
45651189,4790,"PM36A ",CT,Finalizado - Resgate Pago
45651190,91075,"PM36A ",CH,Finalizado - Resgate Pago
45651191,62727,"PM36A ",CM,Finalizado - Resgate Pago
45651192,62728,"PM36A ",CM,Finalizado - Resgate Pago
45651193,87502,"PM48  ",GC,Finalizado - Resgate Pago
45651194,87546,"PM48  ",GC,Finalizado - Resgate Pago
45651195,21715,"PM36A ",CP,Finalizado - Resgate Pago
45651196,246430,"PM48  ",GC,Finalizado - Resgate Pago
45651197,246606,"PM48  ",GC,Finalizado - Resgate Pago
45651198,18223,"PM36A ",CJ,Finalizado - Resgate Pago
45651199,48505,"PM36A ",CJ,Finalizado - Resgate Pago
45651200,71659,"PM36A ",CH,Finalizado - Resgate Pago
45651201,9975,"PM36A ",CR,Finalizado - Resgate Pago
45651202,32919,"PM36A ",CK,Finalizado - Resgate Pago
45651203,4749,"PM36A ",CL,Finalizado - Resgate Pago
45651204,14187,"PM36A ",CM,Finalizado - Resgate Pago
45651205,216026,"PU36N ",TB,Finalizado - Resgate Pago
45651206,168433,"PM48M ",OB,Finalizado - Resgate Pago
45651207,17981,"PU36E ",AA,Finalizado - Resgate Pago
45651208,17982,"PU36E ",AA,Finalizado - Resgate Pago
45651209,17983,"PU36E ",AA,Finalizado - Resgate Pago
45651210,17984,"PU36E ",AA,Finalizado - Resgate Pago
45651211,186932,"PM48M ",OF,Finalizado - Fim de plano
45651212,298867,"PM48M ",OH,Finalizado - Resgate Pago
45651213,99012,"PM36A ",CE,Finalizado - Resgate Pago
45651214,27480,"PU36E ",AA,Finalizado - Resgate Pago
45651215,57187,"PM36A ",CL,Finalizado - Resgate Pago
45651216,48663,"PM36  ",AB,Finalizado - Resgate Pago
45651217,48665,"PM36  ",AB,Finalizado - Resgate Pago
45651218,275227,"PU36N ",TB,Finalizado - Fim de plano
45651219,275228,"PU36N ",TB,Finalizado - Fim de plano
45651220,64285,"PM36A ",CE,Finalizado - Resgate Pago
45651221,963,"PM36A ",CA,Finalizado - Resgate Pago
45651222,36492,"PP60M ",AA,Finalizado - Resgate Pago
45651223,6645,"PP60M ",AA,Finalizado - Resgate Pago
45651224,46850,"PP60M ",AA,Finalizado - Fim de plano
45651225,46803,"PP60M ",AA,Finalizado - Fim de plano
45651226,430479,"PM48M ",OF,Finalizado - Resgate Pago
45651227,165199,"PU24A ",EA,Finalizado - Fim de plano
45651228,13827,"PM36A ",CO,Finalizado - Resgate Pago
45651229,35021,"PM36A ",CL,Finalizado - Resgate Pago
45651230,53184,"PP60M ",AA,Finalizado - Resgate Pago
45651231,26773,"PM36A ",CO,Finalizado - Resgate Pago
45651232,38476,"PM36A ",CM,Finalizado - Resgate Pago
45651233,41878,"PM36A ",CH,Finalizado - Resgate Pago
45651234,56573,"PM36A ",CR,Finalizado - Resgate Pago
45651235,86961,"PM48M ",OH,Finalizado - Resgate Pago
45651236,402627,"PM48M ",OG,Finalizado - Resgate Pago
45651237,358609,"PM48  ",GB,Finalizado - Resgate Pago
45651238,77273,"PM36A ",CA,Finalizado - Resgate Pago
45651239,34860,"PM36A ",CF,Finalizado - Resgate Pago
45651240,64788,"PM36A ",CD,Finalizado - Resgate Pago
45651241,22643,"PM36A ",CP,Finalizado - Resgate Pago
45651242,350200,"PM48  ",GB,Finalizado - Resgate Pago
45651243,319167,"PM48  ",GB,Finalizado - Resgate Pago
45651244,319189,"PM48  ",GB,Finalizado - Resgate Pago
45651245,319233,"PM48  ",GB,Finalizado - Resgate Pago
45651246,319277,"PM48  ",GB,Finalizado - Resgate Pago
45651247,225277,"PM48  ",GB,Finalizado - Resgate Pago
45651248,188075,"PM48  ",GB,Finalizado - Resgate Pago
45651249,30882,"PM36A ",CO,Finalizado - Resgate Pago
45651250,66882,"PM36A ",CK,Finalizado - Resgate Pago
45651251,87785,"PM60  ",LA,Finalizado - Resgate Pago
45651252,375910,"PU36M ",SA,Finalizado - Fim de plano
45651253,104950,"PM60  ",LE,Finalizado - Resgate Pago
45651254,16087,"PM36A ",CQ,Finalizado - Resgate Pago
45651255,176149,"PM48M ",OC,Finalizado - Resgate Pago
45651256,93544,"PM48M ",OG,Finalizado - Fim de plano
45651257,291388,"PM48M ",OE,Finalizado - Fim de plano
45651258,91790,"PU36N ",TA,Finalizado - Resgate Pago
45651259,18688,"PU36E ",AA,Finalizado - Fim de plano
45651260,432870,"PM48M ",OF,Finalizado - Resgate Pago
45651261,87725,"PM36A ",CC,Finalizado - Resgate Pago
45651262,25893,"PM48M ",OM,Finalizado - Resgate Pago
45651263,39117,"PM36A ",CM,Finalizado - Resgate Pago
45651264,7978,"PM36  ",AD,Finalizado - �bito
45651265,39233,"PU24A ",EA,Finalizado - Resgate Pago
45651266,308728,"PP60  ",WA,Finalizado - Resgate Pago
45651267,2937,"PM36A ",CS,Finalizado - Resgate Pago
45651268,204331,"PM48M ",OH,Finalizado - Resgate Pago
45651269,467,"PM36A ",CX,Finalizado - Resgate Pago
45651270,55212,"PM36A ",CL,Finalizado - Resgate Pago
45651271,26137,"PM36A ",CO,Finalizado - Resgate Pago
45651272,10612,"PM36A ",CR,Finalizado - Resgate Pago
45651273,10613,"PM36A ",CR,Finalizado - Resgate Pago
45651274,47191,"PM36A ",CM,Finalizado - Resgate Pago
45651275,68573,"PM48  ",GB,Finalizado - Resgate Pago
45651276,56524,"PM36A ",CL,Finalizado - Resgate Pago
45651277,29493,"PM36A ",CO,Finalizado - Resgate Pago
45651278,46978,"PM36A ",CM,Finalizado - Resgate Pago
45651279,56181,"PM36A ",CL,Finalizado - Resgate Pago
45651280,29617,"PM36A ",CO,Finalizado - Resgate Pago
45651281,1715,"PM36A ",CV,Finalizado - Resgate Pago
45651282,76066,"PM36A ",CJ,Finalizado - Resgate Pago
45651283,178157,"PU24A ",EA,Finalizado - Resgate Pago
45651284,85543,"PM36A ",CH,Finalizado - Resgate Pago
45651285,28933,"PM36A ",CM,Finalizado - Resgate Pago
45651286,38707,"PM36A ",CN,Finalizado - Resgate Pago
45651287,56798,"PM36A ",CD,Finalizado - Resgate Pago
45651288,3113,"PM36A ",CF,Finalizado - Resgate Pago
45651289,46480,"PM36A ",CM,Finalizado - Resgate Pago
45651290,28828,"PM36A ",CO,Finalizado - Resgate Pago
45651291,90490,"PM36A ",CC,Finalizado - Resgate Pago
45651292,57006,"PM36A ",CH,Finalizado - Resgate Pago
45651293,90705,"PM36A ",CC,Finalizado - Resgate Pago
45651294,37046,"PM36A ",CL,Finalizado - Resgate Pago
45651295,11002,"PM36A ",CR,Finalizado - Resgate Pago
45651296,49241,"PM36A ",CJ,Finalizado - Resgate Pago
45651297,358679,"PM48M ",OG,Finalizado - Resgate Pago
45651298,150951,"PM48M ",OJ,Finalizado - Resgate Pago
45651299,402899,"PM48M ",OF,Finalizado - Resgate Pago
45651300,223834,"PM48M ",OI,Finalizado - Resgate Pago
45651301,106837,"PU36M ",SC,Finalizado - Fim de plano
45651302,290644,"PM48M ",OI,Finalizado - Resgate Pago
45651303,7540,"PP60M ",AA,Finalizado - Fim de plano
45651304,220364,"PM48M ",OE,Finalizado - Resgate Pago
45651305,220365,"PM48M ",OE,Finalizado - Resgate Pago
45651306,408771,"PM48M ",OF,Finalizado - Resgate Pago
45651307,44527,"PM36A ",CN,Finalizado - Resgate Pago
45651308,53786,"PM36A ",CM,Finalizado - Fim de plano
45651309,93102,"PM36A ",CH,Finalizado - Fim de plano
45651310,62928,"PM36A ",CL,Finalizado - Fim de plano
45651311,80726,"PM36A ",CJ,Finalizado - Fim de plano
45651312,80727,"PM36A ",CJ,Finalizado - Fim de plano
45651313,44718,"PM36A ",CN,Finalizado - Fim de plano
45651314,62902,"PM36A ",CL,Finalizado - Fim de plano
45651315,337613,"PM48  ",GB,Finalizado - Resgate Pago
45651316,54846,"PM36A ",CM,Finalizado - Fim de plano
45651317,81390,"PM36A ",CJ,Finalizado - Fim de plano
45651318,15508,"PM36A ",CR,Finalizado - Fim de plano
45651319,4790,"PM36A ",CQ,Finalizado - Resgate Pago
45651320,71216,"PM36A ",CI,Finalizado - Resgate Pago
45651321,213453,"PM06H ",RA,Finalizado - Resgate Pago
45651322,160577,"PU24A ",EA,Finalizado - Fim de plano
45651323,7141,"PM36A ",CS,Finalizado - Resgate Pago
45651324,9482,"PM36A ",CR,Finalizado - Resgate Pago
45651325,30594,"PM36A ",CO,Finalizado - Resgate Pago
45651326,77801,"PM36A ",CD,Finalizado - Resgate Pago
45651327,361554,"PM48  ",GB,Finalizado - Fim de plano
45651328,7535,"PM36A ",CS,Finalizado - Resgate Pago
45651329,45359,"PM36A ",CP,Finalizado - Resgate Pago
45651330,119033,"PU24A ",EA,Finalizado - Resgate Pago
45651331,34163,"PM36A ",CL,Finalizado - Resgate Pago
45651332,17809,"PM36A ",CE,Finalizado - Resgate Pago
45651333,82978,"PM48  ",GB,Finalizado - Resgate Pago
45651334,88970,"PM36A ",CF,Finalizado - Resgate Pago
45651335,24495,"PM48  ",GB,Finalizado - Resgate Pago
45651336,29441,"PM36A ",CO,Finalizado - Resgate Pago
45651337,188767,"PU36A ",IA,Finalizado - Fim de plano
45651338,12142,"PM36A ",CN,Finalizado - Resgate Pago
45651339,17934,"PM36A ",CM,Finalizado - Resgate Pago
45651340,58018,"PM36A ",CD,Finalizado - Resgate Pago
45651341,227330,"PM48  ",GC,Finalizado - Resgate Pago
45651342,23423,"PM36A ",CL,Finalizado - Resgate Pago
45651343,8027,"PM36A ",CS,Finalizado - Resgate Pago
45651344,58080,"PM36A ",CI,Finalizado - Resgate Pago
45651345,177190,"PM48  ",GB,Finalizado - Resgate Pago
45651346,40576,"PM36A ",CC,Finalizado - Resgate Pago
45651347,57795,"PM36A ",CL,Finalizado - Resgate Pago
45651348,66705,"PM36A ",CK,Finalizado - Resgate Pago
45651349,55015,"PM36A ",CG,Finalizado - Resgate Pago
45651350,23014,"PM36A ",CP,Finalizado - Resgate Pago
45651351,7830,"PM36A ",CR,Finalizado - Resgate Pago
45651352,15705,"PM36A ",CE,Finalizado - Resgate Pago
45651353,67250,"PM36A ",CK,Finalizado - Resgate Pago
45651354,94719,"PM36A ",CF,Finalizado - Resgate Pago
45651355,39272,"PM36  ",AC,Finalizado - Resgate Pago
45651356,411234,"PU24A ",EA,Finalizado - Resgate Pago
45651357,410100,"PU24A ",EA,Finalizado - Fim de plano
45651358,5432,"PM36A ",CD,Finalizado - Resgate Pago
45651359,92034,"PM36A ",CD,Finalizado - Resgate Pago
45651360,22372,"PM36  ",AP,Finalizado - Fim de plano
45651361,39340,"PM36  ",AO,Finalizado - Fim de plano
45651362,42438,"PM36A ",CI,Finalizado - Resgate Pago
45651363,58911,"PM36A ",CK,Finalizado - Resgate Pago
45651364,65414,"PM36A ",CK,Finalizado - Resgate Pago
45651365,92362,"PM36A ",CB,Finalizado - Resgate Pago
45651366,30088,"PM36A ",CN,Finalizado - Resgate Pago
45651367,80322,"PM36A ",CI,Finalizado - Resgate Pago
45651368,16184,"PU24A ",EA,Finalizado - Resgate Pago
45651369,46688,"PM36A ",CM,Finalizado - Resgate Pago
45651370,11131,"PM36A ",CR,Finalizado - Resgate Pago
45651371,72398,"PM36A ",CC,Finalizado - Resgate Pago
45651372,37272,"PM36A ",CN,Finalizado - Resgate Pago
45651373,94616,"PM36A ",CD,Finalizado - Resgate Pago
45651374,66030,"PM36A ",CK,Finalizado - Resgate Pago
45651375,14102,"PM36A ",CF,Finalizado - Resgate Pago
45651376,8005,"PM36A ",CR,Finalizado - Resgate Pago
45651377,16974,"PM36A ",CP,Finalizado - Resgate Pago
45651378,20554,"PM36A ",CP,Finalizado - Resgate Pago
45651379,37197,"PM36A ",CN,Finalizado - Resgate Pago
45651380,24576,"PM36A ",CA,Finalizado - Resgate Pago
45651381,64298,"PM36A ",CK,Finalizado - Resgate Pago
45651382,26395,"PM36A ",CA,Finalizado - Resgate Pago
45651383,44724,"PM36A ",CM,Finalizado - Resgate Pago
45651384,77528,"PM48M ",OH,Finalizado - Resgate Pago
45651385,41968,"PM36A ",CI,Finalizado - Resgate Pago
45651386,44618,"PM36  ",AO,Finalizado - Fim de plano
45651387,58496,"PM36A ",CH,Finalizado - Resgate Pago
45651388,93574,"PM36A ",CG,Finalizado - Resgate Pago
45651389,101927,"PM48M ",OE,Finalizado - Fim de plano
45651390,104822,"PM48M ",OK,Finalizado - Resgate Pago
45651391,310177,"PM48M ",OH,Finalizado - Resgate Pago
45651392,296039,"PM48M ",OH,Finalizado - Resgate Pago
45651393,255570,"PM06H ",RA,Finalizado - Resgate Pago
45651394,357681,"PP60  ",WA,Finalizado - Fim de plano
45651395,115749,"PM48M ",OK,Finalizado - Resgate Pago
45651396,180474,"PM48M ",OJ,Finalizado - Resgate Pago
45651397,406,"PU36E ",AA,Finalizado - Resgate Pago
45651398,395305,"PU36A ",IA,Finalizado - Resgate Pago
45651399,159780,"PU24A ",EA,Finalizado - Resgate Pago
45651400,7797,"PM36A ",CP,Finalizado - Resgate Pago
45651401,181930,"PU36A ",IA,Finalizado - Fim de plano
45651402,8155,"PM36A ",CG,Finalizado - Resgate Pago
45651403,30332,"PM36A ",CO,Finalizado - Resgate Pago
45651404,111925,"PU36A ",IA,Finalizado - Fim de plano
45651405,75039,"PM36A ",CJ,Finalizado - Resgate Pago
45651406,28131,"PM36A ",CO,Finalizado - Resgate Pago
45651407,20938,"PM36A ",CP,Finalizado - Resgate Pago
45651408,21042,"PM36A ",CP,Finalizado - Resgate Pago
45651409,16172,"PM36A ",CQ,Finalizado - Resgate Pago
45651410,371418,"PU24A ",EA,Finalizado - Resgate Pago
45651411,54861,"PM36A ",CL,Finalizado - Resgate Pago
45651412,41831,"PM36A ",CK,Finalizado - Resgate Pago
45651413,28158,"PM36A ",CF,Finalizado - Resgate Pago
45651414,70876,"PM36A ",CI,Finalizado - Resgate Pago
45651415,46420,"PM48M ",OK,Finalizado - Resgate Pago
45651416,343353,"PM48  ",GB,Finalizado - Resgate Pago
45651417,70356,"PM48  ",GC,Finalizado - Resgate Pago
45651418,95073,"PM36A ",CG,Finalizado - Resgate Pago
45651419,16130,"PM36A ",CI,Finalizado - Resgate Pago
45651420,26341,"PM36A ",CJ,Finalizado - Resgate Pago
