_CustomObjectKey,SubscriberKey,JobID,EventDate,BounceType
7671326,0036g00001SxFnVAAV,170706,9/1/2023 11:31:00 AM,immediate
7671327,0036g00002cScfHAAS,170706,9/1/2023 11:31:00 AM,immediate
7671328,0036g00002cScgfAAC,170706,9/1/2023 11:31:00 AM,immediate
7671329,0036g00002cSlgKAAS,170706,9/1/2023 11:31:00 AM,immediate
7671330,0036g00002cSzBNAA0,170706,9/1/2023 11:31:00 AM,immediate
7671331,0036g00001pLsCFAA0,170706,9/1/2023 11:31:00 AM,immediate
7671332,0036g00002cScgWAAS,170706,9/1/2023 11:31:00 AM,immediate
7671333,0036g00002cSlYHAA0,170706,9/1/2023 11:31:00 AM,immediate
7671334,0036g00002cT9QzAAK,170706,9/1/2023 11:31:00 AM,immediate
7671335,0036g00002RpiqjAAB,170706,9/1/2023 11:31:00 AM,immediate
7671336,0036g00001cClGfAAK,170706,9/1/2023 11:26:25 AM,delayed
7671337,0036g00001RHlI0AAL,170706,9/1/2023 12:07:58 PM,immediate
7671338,0036g00001ZxmNwAAJ,170706,9/1/2023 11:31:00 AM,immediate
7671339,0036g00001Vc29mAAB,170706,9/1/2023 11:31:00 AM,immediate
7671340,0036g00001Q8XwVAAV,170706,9/1/2023 11:31:00 AM,immediate
7671341,0036g00002cSlbvAAC,170706,9/1/2023 11:31:00 AM,immediate
7671342,0036g00002cSlwuAAC,170706,9/1/2023 11:31:00 AM,immediate
7671343,0036g00002cT9Q9AAK,170706,9/1/2023 11:31:00 AM,immediate
7671344,0036g00001pHTDEAA4,170706,9/4/2023 11:43:58 AM,immediate
7671345,0036g00002cSlwwAAC,170706,9/1/2023 11:31:00 AM,immediate
7671346,0036g00002DRWX0AAP,170706,9/1/2023 11:31:00 AM,immediate
7671347,0036g00002cSKkeAAG,170706,9/1/2023 11:31:00 AM,immediate
7671348,0036g00002cSlYjAAK,170706,9/1/2023 11:31:00 AM,immediate
7671349,0036g00002cSljKAAS,170706,9/1/2023 11:31:00 AM,immediate
7671350,0036g00002cScW5AAK,170706,9/2/2023 11:29:17 AM,immediate
7671351,0036g00002aPb9WAAS,170706,9/2/2023 11:35:27 AM,immediate
7671352,0036g00002cSKPHAA4,170706,9/2/2023 12:43:07 PM,immediate
7671353,0036g00002cScvYAAS,170706,9/2/2023 11:29:17 AM,immediate
7671354,0036g00002cSlXjAAK,170706,9/2/2023 11:29:17 AM,immediate
7671355,0036g00002cSlt5AAC,170706,9/2/2023 11:29:17 AM,immediate
7671356,0036g00002cSlwbAAC,170706,9/2/2023 11:29:17 AM,immediate
7671357,0036g00002cSxjyAAC,170706,9/2/2023 11:29:17 AM,immediate
7671358,0036g00002cTJ3PAAW,170706,9/5/2023 11:33:21 AM,immediate
7671359,0036g00001PqBEfAAN,170706,9/2/2023 11:24:14 AM,delayed
7671360,0036g00002YMWMdAAP,170706,9/2/2023 8:48:50 PM,delayed
7671361,0036g00002aQ0aZAAS,170706,9/2/2023 11:35:27 AM,immediate
7671362,0036g00002cSljgAAC,170706,9/2/2023 11:24:15 AM,delayed
7671363,0036g00002cT9I0AAK,170706,9/2/2023 11:29:17 AM,immediate
7671364,0036g00001Uy0bhAAB,170706,9/2/2023 11:29:17 AM,immediate
7671365,0036g00001OaIGoAAN,170706,9/2/2023 11:29:17 AM,immediate
7671366,0036g00002YMWXeAAP,170706,9/2/2023 11:35:27 AM,immediate
7671367,0036g00002aQ0c0AAC,170706,9/2/2023 11:35:27 AM,immediate
7671368,0036g00002aQ9rfAAC,170706,9/2/2023 11:24:13 AM,delayed
7671369,0036g00002cSlV8AAK,170706,9/2/2023 11:24:13 AM,delayed
7671370,0036g00002cSlsGAAS,170706,9/2/2023 11:29:17 AM,immediate
7671371,0036g00002cSltAAAS,170706,9/2/2023 11:24:22 AM,delayed
7671372,0036g00001UzoIEAAZ,170706,9/2/2023 11:24:20 AM,delayed
7671373,0036g00002aPazvAAC,170706,9/2/2023 11:35:27 AM,immediate
7671374,0036g00002aQ1i2AAC,170706,9/2/2023 11:35:27 AM,immediate
7671375,0036g00002cSlkeAAC,170706,9/2/2023 11:35:27 AM,immediate
7671376,0036g00002cSlolAAC,170706,9/2/2023 11:24:12 AM,delayed
7671377,0036g00002AzHb3AAF,170706,9/2/2023 11:35:27 AM,immediate
7671378,0036g00002cT9EGAA0,170706,9/2/2023 11:35:27 AM,immediate
7671379,0036g00002cTJRqAAO,170706,9/2/2023 11:35:27 AM,immediate
7671380,0036g00002cSxk1AAC,170706,9/2/2023 11:35:27 AM,immediate
7671381,0036g00001PqOmZAAV,170706,9/2/2023 11:35:27 AM,immediate
7671382,0036g00001jjUbiAAE,170706,9/2/2023 11:35:27 AM,immediate
7671383,0036g00001y38qWAAQ,170706,9/2/2023 11:25:15 AM,delayed
7671384,0036g00001jigjgAAA,170706,9/2/2023 11:29:17 AM,immediate
7671385,0036g00002aQ0q3AAC,170706,9/2/2023 11:29:17 AM,immediate
7671386,0036g00002cSlYLAA0,170706,9/2/2023 11:35:27 AM,immediate
7671387,0036g00002cT8wfAAC,170706,9/2/2023 11:35:27 AM,immediate
7671388,0036g00002cT8zZAAS,170706,9/2/2023 11:35:27 AM,immediate
7671389,0036g00002cT9JDAA0,170706,9/2/2023 11:35:27 AM,immediate
7671390,0036g00002cTJ4jAAG,170706,9/2/2023 11:35:27 AM,immediate
7671391,0036g000028VvsHAAS,170706,9/2/2023 11:29:17 AM,immediate
7671392,0036g00002cScc1AAC,170706,9/2/2023 11:35:27 AM,immediate
7671393,0036g00002cScgaAAC,170706,9/2/2023 11:29:17 AM,immediate
7671394,0036g00002cSckvAAC,170706,9/2/2023 11:29:17 AM,immediate
7671395,0036g00002cT8shAAC,170706,9/2/2023 11:29:17 AM,immediate
7671396,0036g00002cTIzRAAW,170706,9/2/2023 11:35:27 AM,immediate
7671397,0036g00002cTJ3RAAW,170706,9/2/2023 11:29:17 AM,immediate
7671398,0036g00002cTJ4tAAG,170706,9/2/2023 11:35:27 AM,immediate
7671399,0036g00002cTJWFAA4,170706,9/2/2023 11:29:17 AM,immediate
7671400,0036g00002N49mTAAR,170706,9/2/2023 11:35:27 AM,immediate
7671401,0036g00002JXCEgAAP,170706,9/2/2023 11:35:27 AM,immediate
7671402,0036g00001QSSLYAA5,170706,9/2/2023 11:24:34 AM,delayed
7671403,0036g00002cSlvDAAS,170706,9/2/2023 11:35:27 AM,immediate
7671404,0036g00002cT8ssAAC,170706,9/2/2023 11:35:27 AM,immediate
7671405,0036g00002cT8zFAAS,170706,9/2/2023 11:29:17 AM,immediate
7671406,0036g00002cTJRoAAO,170706,9/2/2023 11:29:17 AM,immediate
7671407,0036g00002aOnLyAAK,170706,9/2/2023 11:35:27 AM,immediate
7671408,0036g00002aQ1I8AAK,170706,9/2/2023 11:35:27 AM,immediate
7671409,0036g00002cScoXAAS,170706,9/2/2023 11:35:27 AM,immediate
7671410,0036g00002cSwEdAAK,170706,9/2/2023 11:29:17 AM,immediate
7671411,0036g00002cSlcPAAS,170706,9/2/2023 11:35:27 AM,immediate
7671412,0036g00001V3xv1AAB,170706,9/2/2023 11:29:17 AM,immediate
7671413,0036g00002aPPlcAAG,170706,9/2/2023 11:35:27 AM,immediate
7671414,0036g00002cSclIAAS,170706,9/2/2023 11:35:27 AM,immediate
7671415,0036g00001QyLdgAAF,170706,9/2/2023 11:35:27 AM,immediate
7671416,0036g00001jkSslAAE,170706,9/2/2023 11:24:46 AM,delayed
7671417,0036g00002WjQzLAAV,170706,9/2/2023 11:29:17 AM,immediate
7671418,0036g00002YMWO6AAP,170706,9/2/2023 11:29:17 AM,immediate
7671419,0036g00002cSKiLAAW,170706,9/2/2023 11:35:27 AM,immediate
7671420,0036g00002cSccDAAS,170706,9/2/2023 11:38:58 AM,delayed
7671421,0036g00002cT991AAC,170706,9/2/2023 11:35:27 AM,immediate
7671422,0036g00002cT9PBAA0,170706,9/2/2023 11:35:27 AM,immediate
7671423,0036g00002cTIy4AAG,170706,9/2/2023 11:35:27 AM,immediate
7671424,0036g00002cTJ5IAAW,170706,9/2/2023 11:35:27 AM,immediate
7671425,0036g00002cSzfMAAS,170706,9/2/2023 11:35:27 AM,immediate
7671426,0036g00002cTIzVAAW,170706,9/5/2023 11:33:21 AM,immediate
7671427,0036g00002JWEaQAAX,170706,9/2/2023 11:24:58 AM,delayed
7671428,0036g000028WpHCAA0,170706,9/3/2023 11:27:12 AM,immediate
7671429,0036g00002WhlFSAAZ,170706,9/3/2023 11:27:12 AM,immediate
7671430,0036g00002aQ97CAAS,170706,9/3/2023 11:27:12 AM,immediate
7671431,0036g00002cT8z9AAC,170706,9/3/2023 11:27:12 AM,immediate
7671432,0036g00002cTTQVAA4,170706,9/3/2023 11:27:12 AM,immediate
7671433,0036g00001RBBKbAAP,170706,9/3/2023 11:27:12 AM,immediate
7671434,0036g000020pJBOAA2,170706,9/3/2023 11:27:12 AM,immediate
7671435,0036g00002YKnc0AAD,170706,9/3/2023 11:27:13 AM,immediate
7671436,0036g00002Z8Bf0AAF,170706,9/3/2023 11:27:12 AM,immediate
7671437,0036g00002aOHfDAAW,170706,9/3/2023 11:27:13 AM,immediate
7671438,0036g00002aQ9OQAA0,170706,9/3/2023 11:27:13 AM,immediate
7671439,0036g00002cSzZuAAK,170706,9/3/2023 11:27:12 AM,immediate
7671440,0036g00002cT92jAAC,170706,9/3/2023 11:27:13 AM,immediate
7671441,0036g00002cT92kAAC,170706,9/3/2023 11:27:12 AM,immediate
7671442,0036g00002cTJ28AAG,170706,9/3/2023 11:27:13 AM,immediate
7671443,0036g00002cTJ2rAAG,170706,9/3/2023 11:27:12 AM,immediate
7671444,0036g00002cTJBVAA4,170706,9/3/2023 11:27:12 AM,immediate
7671445,0036g00002cSldEAAS,170706,9/3/2023 11:22:24 AM,delayed
7671446,0036g00002cTJLHAA4,170706,9/3/2023 11:27:12 AM,immediate
7671447,0036g00002cTTPRAA4,170706,9/3/2023 11:27:12 AM,immediate
7671448,0036g00001UxQrzAAF,170706,9/3/2023 11:27:12 AM,immediate
7671449,0036g00002cSzJkAAK,170706,9/3/2023 11:22:18 AM,delayed
7671450,0036g00002cT996AAC,170706,9/3/2023 11:27:13 AM,immediate
7671451,0036g00002cTJ1DAAW,170706,9/3/2023 11:27:12 AM,immediate
7671452,0036g00002cTJ34AAG,170706,9/3/2023 11:27:12 AM,immediate
7671453,0036g00002cTJEcAAO,170706,9/3/2023 11:27:13 AM,immediate
7671454,0036g00002aOffbAAC,170706,9/3/2023 11:27:13 AM,immediate
7671455,0036g00002cTTIAAA4,170706,9/3/2023 11:27:12 AM,immediate
7671456,0036g00001STjXDAA1,170706,9/4/2023 11:31:39 AM,immediate
7671457,0036g00001Uy4HkAAJ,170706,9/4/2023 11:31:39 AM,immediate
7671458,0036g0000236xyqAAA,170706,9/4/2023 11:31:39 AM,immediate
7671459,0036g00002aOfsyAAC,170706,9/4/2023 11:25:22 AM,delayed
7671460,0036g00002cTJ1xAAG,170706,9/4/2023 11:31:39 AM,immediate
7671461,0036g00002cTTm3AAG,170706,9/4/2023 11:31:39 AM,immediate
7671462,0036g00002cTdjVAAS,170706,9/4/2023 11:31:39 AM,immediate
7671463,0036g00001RGIiUAAX,170706,9/4/2023 8:27:05 PM,delayed
7671464,0036g00002cT8wDAAS,170706,9/4/2023 11:31:39 AM,immediate
7671465,0036g00002cT8zVAAS,170706,9/4/2023 11:31:39 AM,immediate
7671466,0036g00002cTJLcAAO,170706,9/4/2023 11:31:39 AM,immediate
7671467,0036g00002cTTUiAAO,170706,9/4/2023 11:31:39 AM,immediate
7671468,0036g00001V06CzAAJ,170706,9/4/2023 11:31:39 AM,immediate
7671469,0036g00002cTJ8lAAG,170706,9/4/2023 11:31:39 AM,immediate
7671470,0036g00002cTJLrAAO,170706,9/4/2023 11:31:39 AM,immediate
7671471,0036g00002cTTjEAAW,170706,9/4/2023 11:31:40 AM,immediate
7671472,0036g00002WhyVGAAZ,170706,9/4/2023 11:31:40 AM,immediate
7671473,0036g00002aNvqVAAS,170706,9/4/2023 11:31:40 AM,immediate
7671474,0036g00002cTJLlAAO,170706,9/4/2023 11:31:39 AM,immediate
7671475,0036g00002cTTRrAAO,170706,9/4/2023 11:31:39 AM,immediate
7671476,0036g00002cTTV0AAO,170706,9/4/2023 11:31:40 AM,immediate
7671477,0036g00002cTTYsAAO,170706,9/4/2023 11:31:39 AM,immediate
7671478,0036g00002cTdHKAA0,170706,9/4/2023 11:31:39 AM,immediate
7671479,0036g00002cTdiCAAS,170706,9/4/2023 11:31:40 AM,immediate
7671480,0036g00002cTdjXAAS,170706,9/4/2023 11:31:39 AM,immediate
7671481,0036g00001QOprAAAT,170706,9/4/2023 11:31:40 AM,immediate
7671482,0036g00001UxkG8AAJ,170706,9/4/2023 11:26:26 AM,delayed
7671483,0036g00002Z89uOAAR,170706,9/4/2023 11:26:09 AM,delayed
7671484,0036g00002cTTTgAAO,170706,9/4/2023 11:31:40 AM,immediate
7671485,0036g00002cTddSAAS,170706,9/4/2023 11:31:40 AM,immediate
7671486,0036g00002cTdi8AAC,170706,9/4/2023 11:31:40 AM,immediate
7671487,0036g00001SS7v4AAD,170706,9/5/2023 11:33:21 AM,immediate
7671488,0036g00001i4udXAAQ,170706,9/5/2023 11:33:21 AM,immediate
7671489,0036g00001krTslAAE,170706,9/5/2023 11:24:51 AM,delayed
7671490,0036g00002cScnIAAS,170706,9/5/2023 11:33:21 AM,immediate
7671491,0036g00002cTThLAAW,170706,9/5/2023 11:33:21 AM,immediate
7671492,0036g00002cTTlrAAG,170706,9/5/2023 11:33:21 AM,immediate
7671493,0036g00002cTdIfAAK,170706,9/5/2023 11:33:21 AM,immediate
7671494,0036g00002cTdIqAAK,170706,9/5/2023 11:24:47 AM,delayed
7671495,0036g00002WkX9oAAF,170706,9/5/2023 11:33:21 AM,immediate
7671496,0036g00002cTTe8AAG,170706,9/5/2023 11:24:48 AM,delayed
7671497,0036g00002cTdIUAA0,170706,9/5/2023 11:33:21 AM,immediate
7671498,0036g00001jhpRjAAI,170706,9/5/2023 11:33:21 AM,immediate
7671499,0036g00002cTmdoAAC,170706,9/5/2023 11:33:21 AM,immediate
7671500,0036g00002cTmoKAAS,170706,9/5/2023 11:33:21 AM,immediate
7671501,0036g00002cTdVNAA0,170706,9/5/2023 11:33:21 AM,immediate
7671502,0036g00002cTmoIAAS,170706,9/5/2023 11:33:21 AM,immediate
7671503,0036g00001Q5gJgAAJ,170706,9/5/2023 11:25:01 AM,delayed
7671504,0036g00002aOHmQAAW,170706,9/5/2023 11:33:22 AM,immediate
7671505,0036g00002cTJUPAA4,170706,9/5/2023 11:33:22 AM,immediate
7671506,0036g00002cTTa1AAG,170706,9/5/2023 11:33:22 AM,immediate
7671507,0036g00002cTTfZAAW,170706,9/5/2023 11:33:22 AM,immediate
7671508,0036g00001jlH7oAAE,170706,9/5/2023 11:33:22 AM,immediate
7671509,0036g00002cTdaxAAC,170706,9/5/2023 11:33:22 AM,immediate
7671510,0036g00001n5yYbAAI,170706,9/5/2023 11:33:22 AM,immediate
7671511,0036g00002aMdoAAAS,170706,9/5/2023 11:33:22 AM,immediate
7671512,0036g00002cTTYqAAO,170706,9/5/2023 11:33:22 AM,immediate
7671513,0036g00002cTTZGAA4,170706,9/5/2023 11:33:22 AM,immediate
7671514,0036g00002cTTfGAAW,170706,9/5/2023 11:33:22 AM,immediate
7671515,0036g00002cTdcdAAC,170706,9/5/2023 11:33:22 AM,immediate
7671516,0036g00002cTddGAAS,170706,9/5/2023 11:33:22 AM,immediate
7671517,0036g00002cTdVlAAK,170706,9/5/2023 11:33:22 AM,immediate
7671518,0036g00002cTdVpAAK,170706,9/5/2023 11:33:22 AM,immediate
7671519,0036g00002cTdfiAAC,170706,9/5/2023 11:33:22 AM,immediate
7671520,0036g00002cTmdhAAC,170706,9/5/2023 11:33:22 AM,immediate
7671521,0036g00002cTmoTAAS,170706,9/5/2023 11:33:22 AM,immediate
7671522,0036g00001U8aEWAAZ,170706,9/5/2023 11:25:04 AM,delayed
7671523,0036g00001Q0LfSAAV,170707,9/1/2023 11:31:00 AM,immediate
7671524,0036g00001Q0jozAAB,170707,9/1/2023 11:31:00 AM,immediate
7671525,0036g00001xEHkKAAW,170707,9/4/2023 11:37:49 AM,immediate
7671526,0036g00002YMM56AAH,170707,9/1/2023 11:31:00 AM,immediate
7671527,0036g00001RU01KAAT,170707,9/1/2023 11:31:00 AM,immediate
7671528,0036g00001RUZecAAH,170707,9/1/2023 11:25:43 AM,delayed
7671529,0036g00001Pumn4AAB,170707,9/1/2023 11:31:00 AM,immediate
7671530,0036g00001RKNedAAH,170707,9/1/2023 11:31:00 AM,immediate
7671531,0036g00001PpERxAAN,170707,9/1/2023 11:31:00 AM,immediate
7671532,0036g00001V25ryAAB,170707,9/1/2023 11:31:00 AM,immediate
7671533,0036g00001RUuluAAD,170707,9/1/2023 11:31:00 AM,immediate
7671534,0036g00001PtojnAAB,170707,9/1/2023 11:31:00 AM,immediate
7671535,0036g00002YMB8PAAX,170707,9/1/2023 11:25:56 AM,delayed
7671536,0036g00002YMM1TAAX,170707,9/2/2023 11:35:27 AM,immediate
7671537,0036g00001Q0p07AAB,170707,9/2/2023 11:35:27 AM,immediate
7671538,0036g00001QmleXAAR,170707,9/2/2023 11:24:14 AM,delayed
7671539,0036g00001R6JDUAA3,170707,9/2/2023 11:35:27 AM,immediate
7671540,0036g00001RVMOLAA5,170707,9/2/2023 11:24:13 AM,delayed
7671541,0036g00001V2DebAAF,170707,9/5/2023 11:45:41 AM,immediate
7671542,0036g00002YM8wnAAD,170707,9/2/2023 11:24:16 AM,delayed
7671543,0036g00002YMKbNAAX,170707,9/2/2023 11:24:13 AM,delayed
7671544,0036g00001Pu5SIAAZ,170707,9/2/2023 11:24:17 AM,delayed
7671545,0036g00001a4IQ2AAM,170707,9/2/2023 11:35:27 AM,immediate
7671546,0036g00001PvcLoAAJ,170707,9/2/2023 11:24:31 AM,delayed
7671547,0036g00001RV7OUAA1,170707,9/2/2023 11:24:31 AM,delayed
7671548,0036g0000237f0BAAQ,170707,9/5/2023 11:45:41 AM,immediate
7671549,0036g00001Q0c7sAAB,170707,9/2/2023 11:24:34 AM,delayed
7671550,0036g00001SKJNVAA5,170707,9/2/2023 11:24:32 AM,delayed
7671551,0036g00001Q0iHkAAJ,170707,9/2/2023 11:24:29 AM,delayed
7671552,0036g00001PtoADAAZ,170707,9/2/2023 11:35:27 AM,immediate
7671553,0036g00001Q0Co0AAF,170707,9/2/2023 11:35:27 AM,immediate
7671554,0036g00001Q0IsSAAV,170707,9/2/2023 11:24:52 AM,delayed
7671555,0036g00001Q0P4gAAF,170707,9/2/2023 11:24:47 AM,delayed
7671556,0036g00001fryTMAAY,170707,9/2/2023 11:35:27 AM,immediate
7671557,0036g00002Wkt3sAAB,170707,9/2/2023 11:35:27 AM,immediate
7671558,0036g00001Py4K5AAJ,170707,9/3/2023 11:27:12 AM,immediate
7671559,0036g00001Pzm02AAB,170707,9/3/2023 11:27:12 AM,immediate
7671560,0036g00001Pq2eEAAR,170707,9/3/2023 11:27:12 AM,immediate
7671561,0036g00001RS2fkAAD,170707,9/3/2023 11:27:12 AM,immediate
7671562,0036g00001RSNveAAH,170707,9/3/2023 11:22:16 AM,delayed
7671563,0036g00001OZAqsAAH,170707,9/3/2023 11:27:12 AM,immediate
7671564,0036g00001RMOWeAAP,170707,9/3/2023 11:27:12 AM,immediate
7671565,0036g00001V3Q7WAAV,170707,9/3/2023 11:27:12 AM,immediate
7671566,0036g00001RWOW2AAP,170707,9/3/2023 11:27:13 AM,immediate
7671567,0036g00001PuIH2AAN,170707,9/4/2023 11:31:40 AM,immediate
7671568,0036g00001krWeeAAE,170707,9/4/2023 8:26:57 PM,delayed
7671569,0036g00001jiz5tAAA,170707,9/4/2023 11:31:40 AM,immediate
7671570,0036g00001RUA9zAAH,170707,9/4/2023 11:25:40 AM,delayed
7671571,0036g00001RML2oAAH,170707,9/4/2023 11:25:46 AM,delayed
7671572,0036g00001RVvzAAAT,170707,9/4/2023 11:26:16 AM,delayed
7671573,0036g00001PzQsIAAV,170707,9/4/2023 11:26:12 AM,delayed
7671574,0036g00001Sve98AAB,170707,9/5/2023 11:33:21 AM,immediate
7671575,0036g00001PpCBBAA3,170707,9/5/2023 11:33:21 AM,immediate
7671576,0036g00001lBUzqAAG,170707,9/5/2023 11:24:47 AM,delayed
7671577,0036g00001RMXERAA5,170707,9/5/2023 11:33:21 AM,immediate
7671578,0036g00001RTCDhAAP,170707,9/5/2023 11:24:48 AM,delayed
7671579,0036g00001Pvb3aAAB,170707,9/5/2023 11:45:41 AM,immediate
7671580,0036g00001xE887AAC,170707,9/5/2023 11:33:22 AM,immediate
7671581,0036g00001PoWmqAAF,170708,9/1/2023 11:34:04 AM,immediate
7671582,0036g00001PtYBdAAN,170708,9/1/2023 11:34:04 AM,immediate
7671583,0036g00001RQspmAAD,170708,9/1/2023 11:34:04 AM,immediate
7671584,0036g00001lBVCXAA4,170708,9/1/2023 11:34:04 AM,immediate
7671585,0036g00001Q07GvAAJ,170708,9/1/2023 11:34:04 AM,immediate
7671586,0036g00001V1yDbAAJ,170708,9/1/2023 11:25:54 AM,delayed
7671587,0036g00001OZSw4AAH,170708,9/1/2023 11:34:04 AM,immediate
7671588,0036g00001PqgGMAAZ,170708,9/1/2023 11:34:04 AM,immediate
7671589,0036g00001PznUzAAJ,170708,9/1/2023 11:25:53 AM,delayed
7671590,0036g00001Q0jc5AAB,170708,9/1/2023 11:25:54 AM,delayed
7671591,0036g00001QTKLAAA5,170708,9/1/2023 11:34:04 AM,immediate
7671592,0036g00001RUOWUAA5,170708,9/1/2023 11:34:04 AM,immediate
7671593,0036g00001Q0j11AAB,170708,9/1/2023 11:34:04 AM,immediate
7671594,0036g00001PuNxVAAV,170708,9/1/2023 11:25:54 AM,delayed
7671595,0036g00001PtoQNAAZ,170708,9/2/2023 11:35:27 AM,immediate
7671596,0036g00001Py8FJAAZ,170708,9/2/2023 11:23:55 AM,delayed
7671597,0036g00001Q0TjmAAF,170708,9/2/2023 11:35:27 AM,immediate
7671598,0036g00001RV58eAAD,170708,9/2/2023 11:35:27 AM,immediate
7671599,0036g00001PzORRAA3,170708,9/2/2023 11:35:27 AM,immediate
7671600,0036g00001RTGc2AAH,170708,9/2/2023 11:35:27 AM,immediate
7671601,0036g00001RTGViAAP,170708,9/2/2023 11:35:27 AM,immediate
7671602,0036g00001QQNUuAAP,170708,9/2/2023 11:35:27 AM,immediate
7671603,0036g00001Q0P7xAAF,170708,9/2/2023 11:35:27 AM,immediate
7671604,0036g00001RTcNoAAL,170708,9/2/2023 11:35:27 AM,immediate
7671605,0036g00001RWC6kAAH,170708,9/2/2023 11:35:27 AM,immediate
7671606,0036g00001RIbDoAAL,170708,9/2/2023 11:35:27 AM,immediate
7671607,0036g00001Q0klEAAR,170708,9/2/2023 11:35:27 AM,immediate
7671608,0036g00001RWMO8AAP,170708,9/2/2023 11:24:28 AM,delayed
7671609,0036g00001olhnIAAQ,170708,9/2/2023 11:35:27 AM,immediate
7671610,0036g00001Pu3DEAAZ,170708,9/2/2023 11:35:27 AM,immediate
7671611,0036g00001RK3l3AAD,170708,9/2/2023 11:35:27 AM,immediate
7671612,0036g00001PpDb7AAF,170708,9/2/2023 11:24:28 AM,delayed
7671613,0036g00001Q0L66AAF,170708,9/2/2023 11:35:27 AM,immediate
7671614,0036g00001PuyVCAAZ,170708,9/5/2023 11:39:30 AM,immediate
7671615,0036g00001SJXFaAAP,170708,9/2/2023 11:35:27 AM,immediate
7671616,0036g00001Py7TDAAZ,170708,9/2/2023 11:35:28 AM,immediate
7671617,0036g00001OZEMcAAP,170708,9/2/2023 11:35:28 AM,immediate
7671618,0036g00001olePjAAI,170708,9/2/2023 11:35:28 AM,immediate
7671619,0036g00001OYRlsAAH,170708,9/2/2023 11:35:28 AM,immediate
7671620,0036g00001PsKF6AAN,170708,9/2/2023 11:35:28 AM,immediate
7671621,0036g00001PsLZFAA3,170708,9/2/2023 11:35:28 AM,immediate
7671622,0036g00001QnWTwAAN,170708,9/2/2023 11:35:28 AM,immediate
7671623,0036g00001R8XCRAA3,170708,9/2/2023 11:35:28 AM,immediate
7671624,0036g00001PzywtAAB,170708,9/2/2023 11:35:28 AM,immediate
7671625,0036g00001RRLzLAAX,170708,9/2/2023 11:35:28 AM,immediate
7671626,0036g00001Pub4KAAR,170708,9/3/2023 11:27:12 AM,immediate
7671627,0036g00001PrZm4AAF,170708,9/3/2023 11:22:17 AM,delayed
7671628,0036g00001RTB5SAAX,170708,9/3/2023 11:27:12 AM,immediate
7671629,0036g00001jB9QrAAK,170708,9/3/2023 11:27:12 AM,immediate
7671630,0036g00001OY1w9AAD,170708,9/3/2023 11:27:12 AM,immediate
7671631,0036g00001OYd3vAAD,170708,9/3/2023 11:27:12 AM,immediate
7671632,0036g00002JXPB3AAP,170708,9/3/2023 11:27:12 AM,immediate
7671633,0036g00001OYhSHAA1,170708,9/3/2023 7:33:05 PM,delayed
7671634,0036g00001RRc7iAAD,170708,9/3/2023 11:22:59 AM,delayed
7671635,0036g00001RS8kNAAT,170708,9/3/2023 11:27:12 AM,immediate
7671636,0036g00001PyEp7AAF,170708,9/3/2023 11:27:12 AM,immediate
7671637,0036g00001Q0VchAAF,170708,9/4/2023 11:28:35 AM,immediate
7671638,0036g00001REnhBAAT,170708,9/4/2023 11:25:43 AM,delayed
7671639,0036g00001QcvCwAAJ,170708,9/4/2023 11:26:41 AM,delayed
7671640,0036g00001Uyf3lAAB,170708,9/4/2023 11:25:44 AM,delayed
