_CustomObjectKey,ID_PROPOSTA,ID_PLANO,DT_AGENDAMENTO,DATA_PROPOSTA,ID_AGENTE,CPF_CNPJ_TITULAR,CPF_CNPJ_SUBSCRITOR
708,44789821,"A48PM ",,,,,
709,44830233,"A48PU ",,,,,
710,44829986,"E48PU ",,,,,
711,44831126,"B36PU ",,,,,
712,44826895,"E48PM ",,,,,
713,44830408,"B60PM ",,,,,
714,44829098,"A60PM ",,,,,
715,44827791,"A48PU ",,,,,
716,44828167,"A60PM ",,,,,
717,44829854,"A60PM ",,,,,
718,44830236,"A60PM ",,,,,
719,44823033,"B36PU ",,,,,
720,2005026389,PU002D,,,,,
721,44829417,"A48PU ",,,,,
722,44829785,"B36PU ",,,,,
723,44828330,"A60PM ",,,,,
724,44830856,"B36PU ",,,,,
725,44827925,"A48PM ",,,,,
726,44829006,"A60PM ",,,,,
727,44828221,"A60PM ",,,,,
728,44828142,"B36PU ",,,,,
729,44826849,"F48PM ",,,,,
730,44828312,"A60PM ",,,,,
731,44829886,"A60PM ",,,,,
732,44831101,"A48PM ",,,,,
733,44826858,"E48PM ",,,,,
734,44831067,"B36PU ",,,,,
735,44830864,"A36PU ",,,,,
736,44828015,"B48PU ",,,,,
737,44827231,"C36PU ",,,,,
738,44830333,"D36PU ",,,,,
739,44829722,"A60PM ",,,,,
740,44829921,"A48PM ",,,,,
741,2005026386,PU001Q,,,,,
742,44830420,"A48PM ",,,,,
743,44826938,"E48PM ",,,,,
744,44826793,"E48PM ",,,,,
745,44830084,"A48PU ",,,,,
746,44830967,"B36PU ",,,,,
747,44827112,"B36PM ",,,,,
748,44828383,"B48PU ",,,,,
749,44826847,"F48PM ",,,,,
750,44827982,"A48PU ",,,,,
751,44829902,"A48PM ",,,,,
752,44829202,"A60PM ",,,,,
753,44827011,"A36PM ",,,,,
754,44829238,"A60PM ",,,,,
755,44827276,"A60PM ",,,,,
756,44828226,"A48PM ",,,,,
757,44830915,"B36PU ",,,,,
758,44827245,"C48PM ",,,,,
759,44829705,"A48PU ",,,,,
760,44828344,"A60PM ",,,,,
761,44829486,"A48PM ",,,,,
762,44825382,"C36PU ",,,,,
763,44826967,"E48PM ",,,,,
764,44830679,"C36PU ",,,,,
765,44831030,"B48PU ",,,,,
766,44829998,"A48PU ",,,,,
767,44830425,"A60PM ",,,,,
768,44830776,"A48PM ",,,,,
769,44829645,"A48PM ",,,,,
770,44828727,"A36PU ",,,,,
771,44826840,"G48PM ",,,,,
772,44827517,"A60PM ",,,,,
773,44830275,"A60PM ",,,,,
774,44830036,"A48PU ",,,,,
775,44829852,"A60PM ",,,,,
776,44828955,"A60PM ",,,,,
777,44830489,"A48PU ",,,,,
778,44829246,"A60PM ",,,,,
779,44829946,"A48PM ",,,,,
780,44829970,"A60PM ",,,,,
781,44828896,"A36PM ",,,,,
782,44827163,"C36PU ",,,,,
783,44830968,"B48PU ",,,,,
784,44828766,"A60PM ",,,,,
785,44829314,"A60PM ",,,,,
786,44828810,"B36PM ",,,,,
787,44830284,"C36PU ",,,,,
788,44827494,"A48PU ",,,,,
789,44831063,"A48PU ",,,,,
790,44828767,"A60PM ",,,,,
791,44828913,"C60PM ",,,,,
792,44828218,"A60PM ",,,,,
793,44830953,"A48PU ",,,,,
794,44830652,"A60PM ",,,,,
795,44828977,"A60PM ",,,,,
796,44829223,"D48PU ",,,,,
797,44828586,"A60PM ",,,,,
798,44826861,"E48PM ",,,,,
799,44823747,"A48PM ",,,,,
800,44828840,"B48PU ",,,,,
801,44828820,"A60PM ",,,,,
802,44828270,"D36PU ",,,,,
803,44831004,"A60PM ",,,,,
804,44830770,"A60PM ",,,,,
805,44826926,"E48PM ",,,,,
806,2005026390,PU002D,,,,,
807,44830005,"A48PM ",,,,,
808,44830343,"A60PM ",,,,,
809,44829363,"A48PU ",,,,,
810,44827345,"A48PU ",,,,,
811,44826850,"E48PM ",,,,,
812,44829192,"A60PM ",,,,,
813,44827333,"A48PU ",,,,,
814,44829962,"A60PM ",,,,,
815,44829796,"A60PM ",,,,,
816,44830877,"A48PU ",,,,,
817,44829154,"A48PM ",,,,,
818,44829420,"A48PU ",,,,,
819,44828045,"A60PM ",,,,,
820,44828243,"A60PM ",,,,,
821,44827832,"A60PM ",,,,,
822,44829890,"A60PM ",,,,,
823,44827185,"A60PM ",,,,,
824,44830842,"B60PM ",,,,,
825,44828659,"E60PM ",,,,,
826,44827919,"A60PM ",,,,,
827,44826839,"G48PM ",,,,,
828,44829284,"C36PM ",,,,,
829,44827672,"C36PU ",,,,,
830,44828038,"A60PM ",,,,,
831,44830419,"B60PM ",,,,,
832,44828423,"A60PM ",,,,,
833,44831062,"A48PU ",,,,,
834,44827431,"A48PU ",,,,,
835,2005026334,PU001Q,,,,,
836,44829347,"A48PU ",,,,,
837,44828549,"A60PM ",,,,,
838,44827037,"A60PM ",,,,,
839,44830159,"A48PM ",,,,,
840,44829211,"A60PM ",,,,,
841,44831131,"A48PU ",,,,,
842,44827975,"C36PU ",,,,,
843,44828960,"A48PU ",,,,,
844,44828034,"A60PM ",,,,,
845,44826965,"E48PM ",,,,,
846,44831128,"B36PU ",,,,,
847,44827942,"A60PM ",,,,,
848,44829704,"A48PM ",,,,,
849,44829797,"A60PM ",,,,,
850,44828815,"D36PU ",,,,,
851,44828629,"A60PM ",,,,,
852,44830487,"A48PU ",,,,,
853,44794150,"A48PM ",,,,,
854,44827191,"A60PM ",,,,,
855,44828046,"A60PM ",,,,,
856,44830201,"B36PU ",,,,,
857,44827239,"B48PM ",,,,,
858,44830276,"D36PU ",,,,,
859,44826981,"E48PM ",,,,,
860,44831102,"A36PU ",,,,,
861,44830092,"A60PM ",,,,,
862,44829744,"A48PU ",,,,,
863,44829109,"B36PU ",,,,,
864,44828365,"A48PM ",,,,,
865,44828175,"A60PM ",,,,,
866,44827103,"A60PM ",,,,,
867,44828197,"A48PM ",,,,,
868,44828255,"A48PM ",,,,,
869,44829325,"A48PU ",,,,,
870,44829040,"A60PM ",,,,,
871,44829894,"A60PM ",,,,,
872,44827694,"A48PM ",,,,,
873,44827715,"A60PM ",,,,,
874,44828009,"A48PU ",,,,,
875,44831104,"A36PU ",,,,,
876,44827644,"A36PU ",,,,,
877,44829498,"A48PU ",,,,,
878,44827758,"A36PM ",,,,,
879,44828120,"B48PU ",,,,,
880,44829559,"B36PU ",,,,,
881,44827954,"B60PM ",,,,,
882,44828697,"D36PU ",,,,,
883,44828064,"A48PM ",,,,,
884,44829788,"E48PU ",,,,,
885,44828145,"A60PM ",,,,,
886,44827560,"A48PM ",,,,,
887,44827689,"A48PU ",,,,,
888,44828618,"A60PM ",,,,,
889,44830356,"A60PM ",,,,,
890,44828035,"A48PM ",,,,,
891,44829652,"A48PU ",,,,,
892,44830080,"A60PM ",,,,,
893,44828392,"C60PM ",,,,,
894,44827152,"C36PU ",,,,,
895,44827961,"A48PM ",,,,,
896,44830509,"A60PM ",,,,,
897,44828582,"A60PM ",,,,,
898,44826197,"A60PM ",,,,,
899,44828032,"A60PM ",,,,,
900,44831118,"C36PU ",,,,,
901,44827484,"A60PM ",,,,,
902,44826970,"F48PM ",,,,,
903,44829126,"C36PU ",,,,,
904,44828445,"B60PM ",,,,,
905,44826885,"E48PM ",,,,,
906,44827790,"A60PM ",,,,,
907,44829676,"A60PM ",,,,,
908,44828351,"C36PU ",,,,,
909,44828951,"A60PM ",,,,,
910,44828141,"C48PM ",,,,,
911,44831008,"C36PU ",,,,,
912,44830989,"A48PU ",,,,,
913,2005026328,PU001T,,,,,
914,44821629,"A36PU ",,,,,
915,44830899,"A48PU ",,,,,
916,44827673,"A60PM ",,,,,
917,44829534,"A60PM ",,,,,
918,44830447,"A60PM ",,,,,
919,44826830,"G48PM ",,,,,
920,44829094,"B60PM ",,,,,
921,44831079,"A60PM ",,,,,
922,44828679,"A60PM ",,,,,
923,44827460,"A48PM ",,,,,
924,44828821,"A36PM ",,,,,
925,44829063,"A60PM ",,,,,
926,44828037,"A60PM ",,,,,
927,44827603,"A48PU ",,,,,
928,44828719,"A60PM ",,,,,
929,44828694,"A48PU ",,,,,
930,44828369,"A60PM ",,,,,
931,44830529,"A60PM ",,,,,
932,44830670,"B48PU ",,,,,
933,44827039,"A36PU ",,,,,
934,44830829,"A36PM ",,,,,
935,44827203,"A60PM ",,,,,
936,44829454,"A60PM ",,,,,
937,44830933,"C36PU ",,,,,
938,44827921,"C36PU ",,,,,
939,44828249,"A60PM ",,,,,
940,44827509,"A60PM ",,,,,
941,44827738,"A60PM ",,,,,
942,44829411,"B36PU ",,,,,
943,44827410,"A60PM ",,,,,
944,44827573,"A60PM ",,,,,
945,44831016,"A36PM ",,,,,
946,44828871,"A48PM ",,,,,
947,44827594,"A60PM ",,,,,
948,44830887,"C36PU ",,,,,
949,44831088,"B36PU ",,,,,
950,44829175,"A60PM ",,,,,
951,44828879,"A60PM ",,,,,
952,44829943,"B48PM ",,,,,
953,44831066,"A48PM ",,,,,
954,44816908,"A60PM ",,,,,
955,44826928,"E48PM ",,,,,
956,44828399,"A48PU ",,,,,
957,44827121,"C36PU ",,,,,
958,44827495,"A60PM ",,,,,
959,44827596,"A60PM ",,,,,
960,44831054,"C36PU ",,,,,
961,44828785,"A48PM ",,,,,
962,44828822,"A60PM ",,,,,
963,44829133,"A60PM ",,,,,
964,44829206,"A48PM ",,,,,
965,44828539,"A48PM ",,,,,
966,44826900,"F48PM ",,,,,
967,44828922,"A60PM ",,,,,
968,44828427,"A60PM ",,,,,
969,44827622,"A48PU ",,,,,
970,44826903,"G48PM ",,,,,
971,44830137,"A48PU ",,,,,
972,44827501,"A60PM ",,,,,
973,44830854,"B36PU ",,,,,
974,44828254,"A48PM ",,,,,
975,44829870,"A36PU ",,,,,
976,44829793,"A60PM ",,,,,
977,44829218,"A60PM ",,,,,
978,44828591,"A60PM ",,,,,
979,44829762,"A60PM ",,,,,
980,44829639,"A48PM ",,,,,
981,44829843,"A60PM ",,,,,
982,44831018,"A48PU ",,,,,
983,44827697,"A48PM ",,,,,
984,44828790,"C36PU ",,,,,
985,44828978,"A60PM ",,,,,
986,44828841,"A60PM ",,,,,
987,44827980,"A60PM ",,,,,
988,44829037,"A60PM ",,,,,
989,44826907,"F48PM ",,,,,
990,44829656,"A48PM ",,,,,
991,44829806,"A60PM ",,,,,
992,44828575,"A60PM ",,,,,
993,44829382,"A60PM ",,,,,
994,44829156,"B36PU ",,,,,
995,44830547,"B48PU ",,,,,
996,44827802,"C48PU ",,,,,
997,44827808,"A60PM ",,,,,
998,44829406,"A60PM ",,,,,
999,44826842,"E48PM ",,,,,
1000,44827591,"A36PU ",,,,,
1001,44828040,"A48PU ",,,,,
1002,44827423,"A60PM ",,,,,
1003,44829157,"C36PU ",,,,,
1004,44829533,"A48PU ",,,,,
1005,44830166,"A48PM ",,,,,
1006,44828374,"A48PM ",,,,,
1007,44830987,"A48PU ",,,,,
1008,44828660,"B60PM ",,,,,
1009,44827209,"A60PM ",,,,,
1010,44830115,"D36PU ",,,,,
1011,44830118,"A60PM ",,,,,
1012,44829838,"A36PU ",,,,,
1013,44829669,"D60PM ",,,,,
1014,44829221,"A60PM ",,,,,
1015,44827636,"A60PM ",,,,,
1016,44826851,"E48PM ",,,,,
1017,44830608,"A48PM ",,,,,
1018,44827504,"C36PU ",,,,,
1019,44828108,"B36PU ",,,,,
1020,44828564,"A60PM ",,,,,
1021,44828390,"A48PU ",,,,,
1022,44827974,"A60PM ",,,,,
1023,44830305,"A60PM ",,,,,
1024,44828110,"A60PM ",,,,,
1025,44827120,"A60PM ",,,,,
1026,44830651,"A60PM ",,,,,
1027,44828603,"A48PM ",,,,,
1028,44827574,"A48PU ",,,,,
1029,44830013,"A36PM ",,,,,
1030,44829546,"A48PM ",,,,,
1031,44830935,"B60PM ",,,,,
1032,44829295,"A48PM ",,,,,
1033,44830172,"A36PU ",,,,,
1034,44829626,"A60PM ",,,,,
1035,44828801,"A60PM ",,,,,
1036,44828404,"D36PU ",,,,,
1037,44829632,"A60PM ",,,,,
1038,44828855,"D48PM ",,,,,
1039,44829484,"A48PU ",,,,,
1040,44828135,"A60PM ",,,,,
1041,44828097,"A48PU ",,,,,
1042,44827332,"B36PU ",,,,,
1043,44829563,"B36PU ",,,,,
1044,44828811,"A60PM ",,,,,
1045,44827505,"A36PM ",,,,,
1046,44828223,"A60PM ",,,,,
1047,44826916,"F48PM ",,,,,
1048,44830262,"D36PU ",,,,,
1049,44830073,"C48PM ",,,,,
1050,44826913,"G48PM ",,,,,
1051,44829892,"A60PM ",,,,,
1052,44828529,"A60PM ",,,,,
1053,44828503,"A48PM ",,,,,
1054,44830739,"B48PU ",,,,,
1055,44829170,"A48PU ",,,,,
1056,44829440,"A60PM ",,,,,
1057,44829100,"C48PM ",,,,,
1058,44827660,"A60PM ",,,,,
1059,44829254,"A60PM ",,,,,
1060,44818771,"A48PM ",,,,,
1061,44829232,"A60PM ",,,,,
1062,44829945,"A60PM ",,,,,
1063,44828981,"A60PM ",,,,,
1064,44828476,"A60PM ",,,,,
1065,44827844,"A60PM ",,,,,
1066,44827052,"B36PU ",,,,,
1067,44827628,"A48PM ",,,,,
1068,44827392,"D36PU ",,,,,
1069,44829549,"A48PU ",,,,,
1070,44813574,"A60PM ",,,,,
1071,44828757,"A48PM ",,,,,
1072,44828523,"A48PM ",,,,,
1073,44830972,"B48PU ",,,,,
1074,44827866,"B60PM ",,,,,
1075,44827876,"B36PU ",,,,,
1076,44818896,"A36PU ",,,,,
1077,44830056,"C36PU ",,,,,
1078,44830676,"C36PU ",,,,,
1079,44830580,"A36PM ",,,,,
1080,44830327,"A36PM ",,,,,
1081,44829127,"A60PM ",,,,,
1082,44827683,"C36PU ",,,,,
1083,44829954,"A60PM ",,,,,
1084,44829042,"A60PM ",,,,,
1085,44827972,"A60PM ",,,,,
1086,44827457,"A60PM ",,,,,
1087,44827952,"A60PM ",,,,,
1088,44830913,"B36PU ",,,,,
1089,44827379,"A60PM ",,,,,
1090,44823466,"A60PM ",,,,,
1091,44828314,"A60PM ",,,,,
1092,44827273,"B36PU ",,,,,
1093,44828233,"B60PM ",,,,,
1094,44828611,"A36PU ",,,,,
1095,44828138,"A60PM ",,,,,
1096,44827693,"A60PM ",,,,,
1097,44830131,"B36PU ",,,,,
1098,44826896,"E48PM ",,,,,
1099,44828162,"B36PU ",,,,,
1100,44831094,"A48PU ",,,,,
1101,44827710,"A48PU ",,,,,
1102,44831003,"A60PM ",,,,,
1103,44828759,"A60PM ",,,,,
1104,44830896,"A48PU ",,,,,
1105,44826805,"E48PM ",,,,,
1106,44831057,"B36PU ",,,,,
1107,44829858,"A60PM ",,,,,
1108,44827339,"A36PU ",,,,,
1109,44826852,"F48PM ",,,,,
1110,44828161,"A60PM ",,,,,
1111,44827730,"A60PM ",,,,,
1112,44827934,"A60PM ",,,,,
1113,44826826,"E48PM ",,,,,
1114,44828121,"A60PM ",,,,,
1115,44827387,"A60PM ",,,,,
1116,44828430,"A60PM ",,,,,
1117,44828947,"A48PM ",,,,,
1118,44830246,"A60PM ",,,,,
1119,44830971,"B48PU ",,,,,
1120,44827065,"A36PU ",,,,,
1121,44830688,"A60PM ",,,,,
1122,44827111,"A48PM ",,,,,
1123,44830943,"A48PU ",,,,,
1124,44830010,"A60PM ",,,,,
1125,44828111,"C36PU ",,,,,
1126,44827941,"A36PU ",,,,,
1127,44827395,"A48PM ",,,,,
1128,44831027,"A60PM ",,,,,
1129,44830200,"E60PM ",,,,,
1130,44829758,"D36PU ",,,,,
1131,44827883,"A48PU ",,,,,
1132,2005026362,PU001D,,,,,
1133,44830544,"B48PU ",,,,,
1134,44828585,"A48PU ",,,,,
1135,44826973,"E48PM ",,,,,
1136,44828285,"B48PM ",,,,,
1137,2005026338,PU001D,,,,,
1138,44828012,"D36PU ",,,,,
1139,44830601,"C36PU ",,,,,
1140,44827957,"A48PM ",,,,,
1141,44828658,"A60PM ",,,,,
1142,44827499,"A48PU ",,,,,
1143,44828746,"A60PM ",,,,,
1144,44831107,"A36PM ",,,,,
1145,44827180,"A36PU ",,,,,
1146,44828237,"C36PU ",,,,,
1147,44829099,"A60PM ",,,,,
1148,44830461,"A60PM ",,,,,
1149,44828747,"A60PM ",,,,,
1150,44828065,"A36PU ",,,,,
1151,44830910,"C36PU ",,,,,
1152,44827257,"C36PU ",,,,,
1153,44828536,"A60PM ",,,,,
1154,44828480,"A36PM ",,,,,
1155,44826978,"F48PM ",,,,,
1156,44829151,"A48PM ",,,,,
1157,44830095,"A60PM ",,,,,
1158,44827218,"A36PM ",,,,,
1159,44828882,"A60PM ",,,,,
1160,44827118,"A48PM ",,,,,
1161,44828059,"A60PM ",,,,,
1162,2005026349,PU001Q,,,,,
1163,44828209,"A60PM ",,,,,
1164,44830367,"A48PM ",,,,,
1165,44827253,"A60PM ",,,,,
1166,44830378,"A48PM ",,,,,
1167,44828245,"A60PM ",,,,,
1168,44830301,"A60PM ",,,,,
1169,44829627,"A60PM ",,,,,
1170,44828019,"A48PM ",,,,,
1171,44826875,"E48PM ",,,,,
1172,44829340,"A48PU ",,,,,
1173,44827216,"A60PM ",,,,,
1174,44829857,"A60PM ",,,,,
1175,44829387,"A60PM ",,,,,
1176,44827303,"D36PU ",,,,,
1177,44828637,"D36PU ",,,,,
1178,44830991,"A48PU ",,,,,
1179,44827964,"A48PM ",,,,,
1180,44829310,"A48PM ",,,,,
1181,44829587,"A48PU ",,,,,
1182,44827359,"A60PM ",,,,,
1183,44829868,"A60PM ",,,,,
1184,44828465,"A48PM ",,,,,
1185,44830320,"A60PM ",,,,,
1186,44830875,"A36PU ",,,,,
1187,44828563,"A60PM ",,,,,
1188,44829698,"A60PM ",,,,,
1189,44828315,"A60PM ",,,,,
1190,44830974,"B48PU ",,,,,
1191,44828665,"B36PU ",,,,,
1192,44829780,"A60PM ",,,,,
1193,44828403,"A48PU ",,,,,
1194,44827432,"A48PU ",,,,,
1195,44829031,"C36PU ",,,,,
1196,44830966,"B36PU ",,,,,
1197,44827416,"C36PU ",,,,,
1198,44829888,"A60PM ",,,,,
1199,44828341,"B48PM ",,,,,
1200,44829166,"A60PM ",,,,,
1201,44827663,"A60PM ",,,,,
1202,44828723,"B48PU ",,,,,
1203,44830503,"A60PM ",,,,,
1204,44827842,"A36PM ",,,,,
1205,44827367,"A48PM ",,,,,
1206,44830692,"B48PM ",,,,,
1207,44827963,"A48PU ",,,,,
1208,44828556,"A48PU ",,,,,
1209,44830338,"A60PM ",,,,,
1210,44829832,"A60PM ",,,,,
1211,44828294,"C36PU ",,,,,
1212,44818899,"A48PU ",,,,,
1213,44828047,"A60PM ",,,,,
1214,44829997,"A48PM ",,,,,
1215,44826906,"E48PM ",,,,,
1216,44830821,"B60PM ",,,,,
1217,44827481,"A48PU ",,,,,
1218,44827205,"B36PU ",,,,,
1219,44828018,"A60PM ",,,,,
1220,44830508,"B36PU ",,,,,
1221,44792208,"A60PM ",,,,,
1222,44827402,"A36PU ",,,,,
1223,44829172,"A36PU ",,,,,
1224,44827788,"A60PM ",,,,,
1225,44829079,"A48PM ",,,,,
1226,44828156,"A60PM ",,,,,
1227,44831046,"C36PU ",,,,,
1228,44827328,"B36PU ",,,,,
1229,44829599,"D36PU ",,,,,
1230,44827629,"A48PM ",,,,,
1231,44828760,"A48PM ",,,,,
1232,44827626,"A60PM ",,,,,
1233,44829377,"A48PU ",,,,,
1234,44827800,"B36PU ",,,,,
1235,44829132,"A60PM ",,,,,
1236,44827721,"A60PM ",,,,,
1237,44830861,"A36PU ",,,,,
1238,44829071,"A60PM ",,,,,
1239,44829276,"A60PM ",,,,,
1240,44827967,"B36PU ",,,,,
1241,44828126,"A60PM ",,,,,
1242,44829494,"A60PM ",,,,,
1243,44828690,"A60PM ",,,,,
1244,44827080,"A48PU ",,,,,
1245,44829191,"A60PM ",,,,,
1246,44831125,"C36PU ",,,,,
1247,44827172,"A60PM ",,,,,
1248,44830347,"A48PU ",,,,,
1249,44826971,"E48PM ",,,,,
1250,44827055,"A48PU ",,,,,
1251,44827522,"A48PU ",,,,,
1252,44828692,"A60PM ",,,,,
1253,44830969,"B48PU ",,,,,
1254,44828159,"A48PU ",,,,,
1255,44827246,"A48PU ",,,,,
1256,44827830,"A48PM ",,,,,
1257,44830129,"A60PM ",,,,,
1258,44826877,"E48PM ",,,,,
1259,44831089,"A48PU ",,,,,
1260,44830345,"A48PM ",,,,,
1261,44827397,"C36PU ",,,,,
1262,44827040,"B48PM ",,,,,
1263,44828594,"A60PM ",,,,,
1264,44828113,"A60PM ",,,,,
1265,44829345,"A48PM ",,,,,
1266,44829067,"C36PU ",,,,,
1267,44830138,"A60PM ",,,,,
1268,44826979,"F48PM ",,,,,
1269,44831029,"B48PU ",,,,,
