_CustomObjectKey,ID_PROPOSTA,ID_PLANO
298,16994054,PP60M
299,17000941,PP60M
300,17005490,PP60M
301,17001181,PP60M
302,17001353,PP60M
303,17001669,PP60M
304,17003396,PP60M
305,17000634,PP60M
306,17010198,PP60M
307,17007069,PP60M
308,17007158,PP60M
309,17007411,PP60M
310,17007834,PP60M
311,17008557,PP60M
312,17008606,PP60M
313,17008764,PP60M
314,17009271,PP60M
315,17009434,PP60M
316,17012812,PP60M
317,17012952,PP60M
318,17016015,PP60M
319,17016613,PP60M
320,17012979,PP60M
321,17013410,PP60M
322,17014112,PP60M
323,17015453,PP60M
324,17012344,PP60M
325,17012370,PP60M
326,17012437,PP60M
327,17021936,PP60M
328,17018547,PP60M
329,17018611,PP60M
330,17018918,PP60M
331,17020217,PP60M
332,17020224,PP60M
333,17023573,PP60M
334,17027201,PP60M
335,17027958,PP60M
336,17025756,PP60M
337,17026038,PP60M
338,17026544,PP60M
339,17026879,PP60M
340,17023088,PP60M
341,17032315,PP60M
342,17032386,PP60M
343,17033257,PP60M
344,17028571,PP60M
345,17029091,PP60M
346,17029128,PP60M
347,17029732,PP60M
348,17030438,PP60M
349,17031054,PP60M
350,17031186,PP60M
351,17031577,PP60M
352,17032196,PP60M
353,17039146,PP60M
354,17035011,PP60M
355,17035105,PP60M
356,17035426,PP60M
357,17037128,PP60M
358,17038339,PP60M
359,17038924,PP60M
360,17033880,PP60M
361,17045392,PP60M
362,17045488,PP60M
363,17041844,PP60M
364,17042988,PP60M
365,17044299,PP60M
366,17040377,PP60M
367,17040498,PP60M
368,17046286,PP60M
369,17051371,PP60M
370,17046844,PP60M
371,17047406,PP60M
372,17047647,PP60M
373,17047648,PP60M
374,17048127,PP60M
375,17048166,PP60M
376,17048408,PP60M
377,17049638,PP60M
378,17049746,PP60M
379,17045893,PP60M
380,17056148,PP60M
381,17056266,PP60M
382,17052402,PP60M
383,17054205,PP60M
384,17054218,PP60M
385,17062759,PP60M
386,17063519,PP60M
387,17060685,PP60M
388,17060740,PP60M
389,17061286,PP60M
390,17061523,PP60M
391,17056888,PP60M
392,17068412,PP60M
393,17068956,PP60M
394,17069155,PP60M
395,17069580,PP60M
396,17069632,PP60M
397,17069769,PP60M
398,17065522,PP60M
399,17065888,PP60M
400,17065987,PP60M
401,17067096,PP60M
402,17067169,PP60M
403,17067280,PP60M
404,17067403,PP60M
405,17067524,PP60M
406,17067897,PP60M
407,17068038,PP60M
408,17068257,PP60M
409,17068346,PP60M
410,17064330,PP60M
411,17075040,PP60M
412,17075790,PP60M
413,17076710,PP60M
414,17077311,PP60M
415,17071669,PP60M
416,17071990,PP60M
417,17072836,PP60M
418,17074265,PP60M
419,17082748,PP60M
420,17082789,PP60M
421,17079170,PP60M
422,17081493,PP60M
423,17081760,PP60M
424,17081793,PP60M
425,17081798,PP60M
426,17082030,PP60M
427,17082125,PP60M
428,17082472,PP60M
429,17091067,PP60M
430,17085353,PP60M
431,17085483,PP60M
432,17085713,PP60M
433,17085982,PP60M
434,17086123,PP60M
435,17086865,PP60M
436,17088514,PP60M
437,17084161,PP60M
438,17095620,PP60M
439,17095808,PP60M
440,17092542,PP60M
441,17092867,PP60M
442,17094725,PP60M
443,17091707,PP60M
444,17098037,PP60M
445,17104313,PP60M
446,17098650,PP60M
447,17099937,PP60M
448,17101584,PP60M
449,17101990,PP60M
450,17102226,PP60M
451,17102473,PP60M
452,17102725,PP60M
453,17102806,PP60M
454,17110446,PP60M
455,17110449,PP60M
456,17104969,PP60M
457,17105275,PP60M
458,17105865,PP60M
459,17106416,PP60M
460,17106497,PP60M
461,17106843,PP60M
462,17107358,PP60M
463,17109495,PP60M
464,17109623,PP60M
465,17112748,PP60M
466,17118777,PP60M
467,17119038,PP60M
468,17119077,PP60M
469,17119497,PP60M
470,17113499,PP60M
471,17113749,PP60M
472,17114147,PP60M
473,17115700,PP60M
474,17118084,PP60M
475,17118456,PP60M
476,17124889,PP60M
477,17125219,PP60M
478,17125324,PP60M
479,17120984,PP60M
480,17121324,PP60M
481,17121489,PP60M
482,17123591,PP60M
483,17123781,PP60M
484,17123802,PP60M
485,17119803,PP60M
486,17119864,PP60M
487,17120386,PP60M
488,17127008,PP60M
489,17127070,PP60M
490,17129932,PP60M
491,17130393,PP60M
492,17130609,PP60M
493,17130772,PP60M
494,17130782,PP60M
495,17130795,PP60M
496,17125950,PP60M
497,17137996,PP60M
498,17138748,PP60M
499,17133102,PP60M
500,17133764,PP60M
501,17137661,PP60M
502,17146272,PP60M
503,17144825,PP60M
504,17144844,PP60M
505,17145208,PP60M
506,17155641,PP60M
507,17155732,PP60M
508,17152151,PP60M
509,17152740,PP60M
510,17153051,PP60M
511,17147755,PP60M
512,17157577,PP60M
513,17157773,PP60M
514,17157781,PP60M
515,17157968,PP60M
516,17158026,PP60M
517,17158309,PP60M
518,17158318,PP60M
519,17158443,PP60M
520,17158852,PP60M
521,17159558,PP60M
522,17157115,PP60M
523,17165847,PP60M
524,17166260,PP60M
525,17162491,PP60M
526,17162527,PP60M
527,17162611,PP60M
528,17162638,PP60M
529,17162721,PP60M
530,17162783,PP60M
531,17162854,PP60M
532,17163564,PP60M
533,17163750,PP60M
534,17163789,PP60M
535,17164157,PP60M
536,17164313,PP60M
537,17164573,PP60M
538,17167054,PP60M
539,17170087,PP60M
540,17170400,PP60M
541,17170406,PP60M
542,17170491,PP60M
543,17167178,PP60M
544,17167411,PP60M
545,17167583,PP60M
546,17168015,PP60M
547,17169153,PP60M
548,17169169,PP60M
549,17169363,PP60M
550,17166518,PP60M
551,17166590,PP60M
552,17175187,PP60M
553,17172732,PP60M
554,17173302,PP60M
555,17170883,PP60M
556,17178902,PP60M
557,17177563,PP60M
558,17178560,PP60M
559,17175734,PP60M
560,17179877,PP60M
561,17179910,PP60M
562,17180111,PP60M
563,17180556,PP60M
564,17180732,PP60M
565,17181648,PP60M
566,17181725,PP60M
567,17182010,PP60M
568,17182021,PP60M
569,17184446,PP60M
570,17184472,PP60M
571,17184879,PP60M
572,17186757,PP60M
573,17191565,PP60M
574,17191947,PP60M
575,17192083,PP60M
576,17189223,PP60M
577,17189674,PP60M
578,17189914,PP60M
579,17190384,PP60M
580,17188177,PP60M
581,17195974,PP60M
582,17195992,PP60M
583,17196181,PP60M
584,17194424,PP60M
585,17195096,PP60M
586,17195501,PP60M
587,17192715,PP60M
588,17199455,PP60M
589,17200234,PP60M
590,17200272,PP60M
591,17200341,PP60M
592,17200696,PP60M
593,17196980,PP60M
594,17197654,PP60M
595,17198003,PP60M
596,17198074,PP60M
597,17198967,PP60M
598,17204153,PP60M
599,17204446,PP60M
600,17205108,PP60M
601,17205163,PP60M
602,17201991,PP60M
603,17202027,PP60M
604,17202320,PP60M
605,17202417,PP60M
606,17202533,PP60M
607,17203619,PP60M
608,17203668,PP60M
609,17203873,PP60M
610,17201080,PP60M
611,17201116,PP60M
612,17201129,PP60M
613,17206134,PP60M
614,17209189,PP60M
615,17209420,PP60M
616,17209755,PP60M
617,17207203,PP60M
618,17207454,PP60M
619,17213407,PP60M
620,17213840,PP60M
621,17214101,PP60M
622,17211195,PP60M
623,17211791,PP60M
624,17211813,PP60M
625,17212008,PP60M
626,17212105,PP60M
627,17212514,PP60M
628,17212552,PP60M
629,17212679,PP60M
630,17212685,PP60M
631,17212808,PP60M
632,17210320,PP60M
633,17210655,PP60M
634,17217466,PP60M
635,17217553,PP60M
636,17218120,PP60M
637,17215048,PP60M
638,17215075,PP60M
639,17215109,PP60M
640,17215253,PP60M
641,17216394,PP60M
642,17216512,PP60M
643,17216728,PP60M
644,17217279,PP60M
645,17219086,PP60M
646,17222261,PP60M
647,17219401,PP60M
648,17220216,PP60M
649,17220350,PP60M
650,17221161,PP60M
651,17223659,PP60M
652,17226434,PP60M
653,17226474,PP60M
654,17224257,PP60M
655,17224368,PP60M
656,17224539,PP60M
657,17224571,PP60M
658,17224583,PP60M
659,17224621,PP60M
660,17224961,PP60M
661,17225359,PP60M
662,17225376,PP60M
663,17225668,PP60M
664,17222992,PP60M
665,17227752,PP60M
666,17230715,PP60M
667,17230824,PP60M
668,17228830,PP60M
669,17229910,PP60M
670,17230076,PP60M
671,17236509,PP60M
672,17237629,PP60M
673,17232567,PP60M
674,17233162,PP60M
675,17233630,PP60M
676,17234462,PP60M
677,17234677,PP60M
678,17235326,PP60M
679,17235351,PP60M
680,17241275,PP60M
681,17241802,PP60M
682,17241980,PP60M
683,17242343,PP60M
684,17238848,PP60M
685,17239803,PP60M
686,17239824,PP60M
687,17240121,PP60M
688,17240931,PP60M
689,17241175,PP60M
690,17241184,PP60M
691,17245053,PP60M
692,17245097,PP60M
693,17247835,PP60M
694,17247837,PP60M
695,17248043,PP60M
696,17245770,PP60M
697,17245848,PP60M
698,17246018,PP60M
699,17247002,PP60M
700,17247387,PP60M
701,17242945,PP60M
702,17250204,PP60M
703,17253545,PP60M
704,17253688,PP60M
705,17253796,PP60M
706,17250510,PP60M
707,17251101,PP60M
708,17251354,PP60M
709,17252266,PP60M
710,17252886,PP60M
711,17248719,PP60M
712,17256229,PP60M
713,17256710,PP60M
714,17257257,PP60M
715,17262672,PP60M
716,17262690,PP60M
717,17266264,PP60M
718,17266337,PP60M
719,17266426,PP60M
720,17262859,PP60M
721,17262923,PP60M
722,17263106,PP60M
723,17263344,PP60M
724,17263461,PP60M
725,17263746,PP60M
726,17263900,PP60M
727,17264473,PP60M
728,17264491,PP60M
729,17265092,PP60M
730,17262276,PP60M
731,17267512,PP60M
732,17273516,PP60M
733,17274219,PP60M
734,17268164,PP60M
735,17268508,PP60M
736,17270167,PP60M
737,17273044,PP60M
738,17273190,PP60M
739,17273362,PP60M
740,17267148,PP60M
741,17274917,PP60M
742,17275197,PP60M
743,17275311,PP60M
744,17275388,PP60M
745,17276040,PP60M
746,17276319,PP60M
747,17276509,PP60M
748,17276923,PP60M
749,17276966,PP60M
750,17277121,PP60M
751,17277228,PP60M
752,17274544,PP60M
753,17274717,PP60M
754,17283089,PP60M
755,17283154,PP60M
756,17279073,PP60M
757,17279124,PP60M
758,17279184,PP60M
759,17279202,PP60M
760,17279678,PP60M
761,17279964,PP60M
762,17280079,PP60M
763,17280358,PP60M
764,17280510,PP60M
765,17281142,PP60M
766,17287477,PP60M
767,17288006,PP60M
768,17284603,PP60M
769,17285907,PP60M
770,17286547,PP60M
771,17286749,PP60M
772,17291894,PP60M
773,17292132,PP60M
774,17292373,PP60M
775,17289428,PP60M
776,17289486,PP60M
777,17289868,PP60M
778,17290077,PP60M
779,17290316,PP60M
780,17290479,PP60M
781,17291127,PP60M
782,17295756,PP60M
783,17294812,PP60M
784,17294959,PP60M
785,17295215,PP60M
786,17295613,PP60M
787,17292400,PP60M
788,17292808,PP60M
789,17300166,PP60M
790,17300476,PP60M
791,17300478,PP60M
792,17297155,PP60M
793,17297295,PP60M
794,17297470,PP60M
795,17297580,PP60M
796,17297595,PP60M
797,17298097,PP60M
798,17298160,PP60M
799,17298534,PP60M
800,17298941,PP60M
801,17299007,PP60M
802,17299083,PP60M
803,17305087,PP60M
804,17302179,PP60M
805,17302184,PP60M
806,17302476,PP60M
807,17302650,PP60M
808,17302883,PP60M
809,17300803,PP60M
810,17301324,PP60M
811,17306054,PP60M
812,17306257,PP60M
813,17306405,PP60M
814,17306557,PP60M
815,17306871,PP60M
816,17307754,PP60M
817,17307788,PP60M
818,17305386,PP60M
819,17305618,PP60M
820,17310692,PP60M
821,17313617,PP60M
822,17314049,PP60M
823,17314100,PP60M
824,17312448,PP60M
825,17312800,PP60M
826,17312910,PP60M
827,17312917,PP60M
828,17313054,PP60M
829,17313063,PP60M
830,17313176,PP60M
831,17313364,PP60M
832,17310302,PP60M
833,17318132,PP60M
834,17315935,PP60M
835,17316028,PP60M
836,17316345,PP60M
837,17317594,PP60M
838,17322119,PP60M
839,17320150,PP60M
840,17321432,PP60M
841,17321611,PP60M
842,17318503,PP60M
843,17328023,PP60M
844,17328187,PP60M
845,17328616,PP60M
846,17324257,PP60M
847,17325164,PP60M
848,17325317,PP60M
849,17325726,PP60M
850,17325803,PP60M
851,17325839,PP60M
852,17326914,PP60M
853,17323199,PP60M
854,17323338,PP60M
855,17323733,PP60M
856,17332482,PP60M
857,17332674,PP60M
858,17333274,PP60M
859,17329728,PP60M
860,17331238,PP60M
861,17331373,PP60M
862,17332300,PP60M
863,17332371,PP60M
864,17329201,PP60M
865,17337633,PP60M
866,17334823,PP60M
867,17335101,PP60M
868,17335117,PP60M
869,17335638,PP60M
870,17335732,PP60M
871,17336557,PP60M
872,17336866,PP60M
873,17342678,PP60M
874,17342869,PP60M
875,17342988,PP60M
876,17343218,PP60M
877,17339550,PP60M
878,17339852,PP60M
879,17340818,PP60M
880,17341254,PP60M
881,17341298,PP60M
882,17341843,PP60M
883,17344463,PP60M
884,17344945,PP60M
885,17345028,PP60M
886,17345257,PP60M
887,17345886,PP60M
888,17345980,PP60M
889,17346230,PP60M
890,17346354,PP60M
891,17346806,PP60M
892,17346822,PP60M
893,17343992,PP60M
894,17344032,PP60M
895,17348890,PP60M
896,17348901,PP60M
897,17352114,PP60M
898,17351110,PP60M
899,17351227,PP60M
900,17348448,PP60M
901,17348530,PP60M
902,17357663,PP60M
903,17352911,PP60M
904,17353931,PP60M
905,17354119,PP60M
906,17354259,PP60M
907,17354691,PP60M
908,17355217,PP60M
909,17355719,PP60M
910,17355766,PP60M
911,17355927,PP60M
912,17362424,PP60M
913,17359891,PP60M
914,17360183,PP60M
915,17357772,PP60M
916,17363413,PP60M
917,17363714,PP60M
918,17364402,PP60M
919,17364522,PP60M
920,17365433,PP60M
921,17365446,PP60M
922,17367335,PP60M
923,17367429,PP60M
924,17362521,PP60M
925,17362626,PP60M
926,17363001,PP60M
927,17369691,PP60M
928,17373234,PP60M
929,17373292,PP60M
930,17375053,PP60M
931,17369937,PP60M
932,17370484,PP60M
933,17370495,PP60M
934,17370791,PP60M
935,17371180,PP60M
936,17371858,PP60M
937,17379100,PP60M
938,17379127,PP60M
939,17379232,PP60M
940,17379313,PP60M
941,17375414,PP60M
942,17375653,PP60M
943,17375686,PP60M
944,17376291,PP60M
945,17376901,PP60M
946,17376926,PP60M
947,17376957,PP60M
948,17377302,PP60M
949,17377552,PP60M
950,17377574,PP60M
951,17380535,PP60M
952,17384117,PP60M
953,17381462,PP60M
954,17381495,PP60M
955,17381943,PP60M
956,17382410,PP60M
957,17382480,PP60M
958,17383376,PP60M
959,17379532,PP60M
960,17385396,PP60M
961,17385508,PP60M
962,17389064,PP60M
963,17385883,PP60M
964,17387503,PP60M
965,17387535,PP60M
966,17387854,PP60M
967,17388042,PP60M
968,17388351,PP60M
969,17388466,PP60M
970,17384755,PP60M
971,17385027,PP60M
972,17394875,PP60M
973,17395187,PP60M
974,17395218,PP60M
975,17391324,PP60M
976,17391728,PP60M
977,17392276,PP60M
978,17399189,PP60M
979,17399245,PP60M
980,17395485,PP60M
981,17396003,PP60M
982,17397351,PP60M
983,17398359,PP60M
984,17406099,PP60M
985,17402814,PP60M
986,17403100,PP60M
987,17403396,PP60M
988,17403671,PP60M
989,17410759,PP60M
990,17410795,PP60M
991,17407726,PP60M
992,17407735,PP60M
993,17409516,PP60M
994,17409763,PP60M
995,17410090,PP60M
996,17412462,PP60M
997,17412489,PP60M
998,17412924,PP60M
999,17413256,PP60M
1000,17414002,PP60M
1001,17411603,PP60M
1002,17411617,PP60M
1003,17420267,PP60M
1004,17420440,PP60M
1005,17416766,PP60M
1006,17417238,PP60M
1007,17418666,PP60M
1008,17418700,PP60M
1009,17418926,PP60M
1010,17424850,PP60M
1011,17425741,PP60M
1012,17422023,PP60M
1013,17422610,PP60M
1014,17423108,PP60M
1015,17423654,PP60M
1016,17423851,PP60M
1017,17424004,PP60M
1018,17424282,PP60M
1019,17424613,PP60M
1020,17424665,PP60M
1021,17420856,PP60M
1022,17420909,PP60M
1023,17426822,PP60M
1024,17431208,PP60M
1025,17431480,PP60M
1026,17427420,PP60M
1027,17427880,PP60M
1028,17428164,PP60M
1029,17428243,PP60M
1030,17428344,PP60M
1031,17429089,PP60M
1032,17429975,PP60M
1033,17426229,PP60M
1034,17436686,PP60M
1035,17436759,PP60M
1036,17436835,PP60M
1037,17437008,PP60M
1038,17437082,PP60M
1039,17437463,PP60M
1040,17432810,PP60M
1041,17432985,PP60M
1042,17433177,PP60M
1043,17434787,PP60M
1044,17435528,PP60M
1045,17435542,PP60M
1046,17432222,PP60M
1047,17442235,PP60M
1048,17437514,PP60M
1049,17440759,PP60M
1050,17441280,PP60M
1051,17441288,PP60M
1052,17441384,PP60M
1053,17446704,PP60M
1054,17447018,PP60M
1055,17443470,PP60M
1056,17443588,PP60M
1057,17445788,PP60M
1058,17445916,PP60M
1059,17446179,PP60M
1060,17442678,PP60M
1061,17443007,PP60M
1062,17448477,PP60M
1063,17448538,PP60M
1064,17448913,PP60M
1065,17450298,PP60M
1066,17450388,PP60M
1067,17447919,PP60M
1068,17448148,PP60M
1069,17458757,PP60M
1070,17454984,PP60M
1071,17456208,PP60M
1072,17456298,PP60M
1073,17453438,PP60M
1074,17453477,PP60M
1075,17453641,PP60M
1076,17463903,PP60M
1077,17464274,PP60M
1078,17464464,PP60M
1079,17464489,PP60M
1080,17464598,PP60M
1081,17459009,PP60M
1082,17460781,PP60M
1083,17461380,PP60M
1084,17462634,PP60M
1085,17469286,PP60M
1086,17469306,PP60M
1087,17469413,PP60M
1088,17469432,PP60M
1089,17466820,PP60M
1090,17467236,PP60M
1091,17469004,PP60M
1092,17469013,PP60M
1093,17473633,PP60M
1094,17475229,PP60M
1095,17475401,PP60M
1096,17470631,PP60M
1097,17472475,PP60M
1098,17472555,PP60M
1099,17473504,PP60M
1100,17476225,PP60M
1101,17480899,PP60M
1102,17481102,PP60M
1103,17477879,PP60M
1104,17478238,PP60M
1105,17478491,PP60M
1106,17478525,PP60M
1107,17478540,PP60M
1108,17476084,PP60M
1109,17486066,PP60M
1110,17481466,PP60M
1111,17481471,PP60M
1112,17482256,PP60M
1113,17482319,PP60M
1114,17482478,PP60M
1115,17482743,PP60M
1116,17482806,PP60M
1117,17482893,PP60M
1118,17483331,PP60M
1119,17483442,PP60M
1120,17484666,PP60M
1121,17484790,PP60M
1122,17484942,PP60M
1123,17489138,PP60M
1124,17491993,PP60M
1125,17492064,PP60M
1126,17492255,PP60M
1127,17492601,PP60M
1128,17493245,PP60M
1129,17489361,PP60M
1130,17489396,PP60M
1131,17489596,PP60M
1132,17489856,PP60M
1133,17489989,PP60M
1134,17490017,PP60M
1135,17490032,PP60M
1136,17490278,PP60M
1137,17490299,PP60M
1138,17490841,PP60M
1139,17491461,PP60M
1140,17499361,PP60M
1141,17495906,PP60M
1142,17495916,PP60M
1143,17496728,PP60M
1144,17497206,PP60M
1145,17497817,PP60M
1146,17497998,PP60M
1147,17498072,PP60M
1148,17498142,PP60M
1149,17504004,PP60M
1150,17504073,PP60M
1151,17501647,PP60M
1152,17502048,PP60M
1153,17502259,PP60M
1154,17503846,PP60M
1155,17501005,PP60M
1156,17501100,PP60M
1157,17501230,PP60M
1158,17509738,PP60M
1159,17509909,PP60M
1160,17510296,PP60M
1161,17506680,PP60M
1162,17506742,PP60M
1163,17506877,PP60M
1164,17507616,PP60M
1165,17509065,PP60M
1166,17516551,PP60M
1167,17516662,PP60M
1168,17518142,PP60M
1169,17512401,PP60M
1170,17512732,PP60M
1171,17513460,PP60M
1172,17514476,PP60M
1173,17514647,PP60M
1174,17511956,PP60M
1175,17512027,PP60M
1176,17522288,PP60M
1177,17524035,PP60M
1178,17519982,PP60M
1179,17520436,PP60M
1180,17520900,PP60M
1181,17521313,PP60M
1182,17521348,PP60M
1183,17521688,PP60M
1184,17518198,PP60M
1185,17518380,PP60M
1186,17525153,PP60M
1187,17525311,PP60M
1188,17525354,PP60M
1189,17528929,PP60M
1190,17528944,PP60M
1191,17529109,PP60M
1192,17529425,PP60M
1193,17525487,PP60M
1194,17525569,PP60M
1195,17526378,PP60M
1196,17526795,PP60M
1197,17528368,PP60M
1198,17528475,PP60M
1199,17534283,PP60M
1200,17529614,PP60M
1201,17530546,PP60M
1202,17532046,PP60M
1203,17532165,PP60M
1204,17532799,PP60M
1205,17533734,PP60M
1206,17536652,PP60M
1207,17540564,PP60M
1208,17541105,PP60M
1209,17537286,PP60M
1210,17537734,PP60M
1211,17538356,PP60M
1212,17538485,PP60M
1213,17538628,PP60M
1214,17539076,PP60M
1215,17539288,PP60M
1216,17535784,PP60M
1217,17542285,PP60M
1218,17546500,PP60M
1219,17546630,PP60M
1220,17547924,PP60M
1221,17542351,PP60M
1222,17542368,PP60M
1223,17542649,PP60M
1224,17543405,PP60M
1225,17543447,PP60M
1226,17544542,PP60M
1227,17545667,PP60M
1228,17546042,PP60M
1229,17541954,PP60M
1230,17549865,PP60M
1231,17553889,PP60M
1232,17553926,PP60M
1233,17553982,PP60M
1234,17554317,PP60M
1235,17550164,PP60M
1236,17550862,PP60M
1237,17551843,PP60M
1238,17549067,PP60M
1239,17549650,PP60M
1240,17555844,PP60M
1241,17557077,PP60M
1242,17557446,PP60M
1243,17557936,PP60M
1244,17558242,PP60M
1245,17565598,PP60M
1246,17572243,PP60M
