_CustomObjectKey,Name,HC_PROPOSTA__C
177,13781796,17247600
178,13787441,17308162
179,13795208,17329254
180,13800438,17333219
181,13800447,17334884
182,13803617,17265299
183,13804547,17267664
184,13804569,17293738
185,13804646,17339597
186,13812938,17344365
187,13813568,17350322
188,13819982,17224372
189,13820046,17232926
190,13820568,17328823
191,13820651,17341517
192,13826766,17366063
193,13833959,17289312
194,13834198,17349373
195,13834365,17379169
196,13846640,17390292
197,13854390,17316264
198,11749728,11961312
199,13827445,17367473
200,13865159,17395251
201,13874693,17309468
202,13874878,17421986
203,13875178,17420982
204,13880717,13950953
205,13883392,17298273
206,13884088,17396673
207,13884266,17426053
208,13885344,17301872
209,13885362,17309396
210,13885511,17333943
211,13885526,17317197
212,13897008,17323707
213,13897184,17341457
214,13897310,17359335
215,13897367,17365433
216,13897469,17378084
217,13897709,17404400
218,13898017,17432622
219,13898119,17444275
220,13907806,17339552
221,13911246,17362792
222,13911398,17397738
223,13916659,17458657
224,13926753,17438021
225,13937165,17383392
226,13938066,17353612
227,13892712,14458349
228,13969353,17510492
229,13932506,17351763
230,13984671,17438153
231,13986934,14587949
232,13995249,17509115
233,13995678,17552860
234,14007017,17466798
235,14007038,17484659
236,14025477,17512146
237,14025524,17525701
238,14025555,17530841
239,14025823,17519089
240,13994427,17028978
241,14055477,17564958
242,14079511,14685207
243,14092006,17648071
244,14092268,17539846
245,14092401,17643578
246,14107512,17282953
247,14113049,17671410
248,14115764,17595964
249,14115882,17616004
250,14115952,17624895
251,14116872,17676871
252,14117023,17646679
253,14117024,17646682
254,13508507,16926316
255,14118567,17645142
256,14127607,17693343
257,14089503,15310041
258,14136118,17631400
259,14100786,17657444
260,14157077,17628728
261,14165683,17692067
262,14169860,17752518
263,14185364,17797565
264,14186187,17654157
265,14190516,17647079
266,14112537,17633049
267,14194943,17786650
268,14200728,15397379
269,14202011,17783725
270,14206115,17657889
271,14206234,17819103
272,14209229,17676865
273,14214124,17632598
274,14224112,17684198
275,14224579,17766545
276,14225502,17778081
277,14172798,14816763
278,14233455,17858814
279,14233750,17857088
280,14233773,17842389
281,14236505,17806551
282,14236978,17865592
283,14224212,17697797
284,14270732,17826915
285,14275258,17900412
286,14275470,17820605
287,14292539,17926109
288,14294953,17914606
289,14295136,17872046
290,14298278,17921477
291,14309049,17913536
292,14313861,17897931
293,14314059,17920486
294,14314200,17933395
295,14314383,17961841
296,14314499,17859184
297,14314563,17897989
298,14318272,17975306
299,14322723,17885151
300,14330533,17998525
301,14336968,17974125
302,14342961,18016060
303,14352720,17911035
304,14352825,17939850
305,14362239,18043370
306,14362283,18044833
307,14369156,18052982
308,14374207,18015596
309,14378902,18067324
310,14389990,18077794
311,14392038,18014114
312,14403648,17439826
313,14244080,14869100
314,14409790,17924683
315,14410051,18110526
316,14415866,17610981
317,14421087,17991465
318,14421576,17971869
319,14422071,17986556
320,14422770,18119221
321,14425685,18113964
322,14426227,18113962
323,14428811,18040230
324,14435934,18067969
325,14437376,18067171
326,14450423,18153576
327,14458713,18159458
328,14458759,18170748
329,14459073,18173195
330,14476666,18096796
331,14476709,18109368
332,14476779,18124283
333,14493820,18116498
334,14493881,18145543
335,14498018,18204056
336,14501548,18094331
337,14506388,13391361
338,14521435,18207448
339,14527732,18236726
340,11808885,8620707
341,14539840,18151175
342,14627878,18305880
343,14568096,18247475
344,14593705,18276314
345,14596959,18305667
346,14600425,18293321
347,14605860,18317293
348,14619733,18268102
349,14656623,15317091
350,14628223,18238184
351,11764859,14604476
352,14619630,18238743
353,14626256,18332148
354,14553766,15212350
355,14587290,15163503
356,12740147,13025260
357,14651616,18274103
358,14652631,18304405
359,14652980,18305769
360,14655334,17649600
361,11810571,4417780
362,14660095,18374406
363,14594789,16472321
364,14678134,18299945
365,14678350,18324275
366,14690549,18399284
367,14698985,18381484
368,14699064,18393928
369,14711099,18398771
370,14711150,18416942
371,14733050,18428762
372,14737516,18387773
373,12865547,16102511
374,14745542,17884554
375,14746513,18345608
376,14608546,15268852
377,14828959,18535569
378,14766478,18462682
379,14778559,17923201
380,13853349,17300075
381,14556923,15214984
382,14788725,18417254
383,14796089,18486654
384,14814618,18481678
385,13397698,13831088
386,14609955,15281548
387,14186192,17655484
388,14860412,18575806
389,14824131,15501735
390,13224045,16463206
391,13293085,16614266
392,14806695,15451388
393,14807923,15479931
394,14809337,15145111
395,14868764,18543081
396,14871919,17659072
397,14882495,15555821
398,14848881,15513190
399,14807653,15482036
400,14881298,18471760
401,14775743,15442400
402,14775929,15444755
403,14801346,15471066
404,14952966,15620732
405,11762878,11970846
406,14294864,17924679
407,13173160,16389144
408,13937480,17449467
409,14404505,17972219
410,13595937,17036225
411,14257786,17811163
412,11759270,5539149
413,12369087,15531506
414,14129434,14754595
415,14564124,18270232
416,14742124,15389678
417,14868902,18576834
418,14026241,17469102
419,14885590,18604623
420,14887678,18476911
421,14887853,18505339
422,14888246,18585884
423,14989341,18708657
424,14255160,17786553
425,14458188,18044913
426,14890236,17989718
427,14992176,18611931
428,14900328,18537061
429,14900451,18556159
430,14900623,18583152
431,14996479,18737392
432,13781747,17219426
433,14941810,18644300
434,13911750,17467308
435,14792134,18495231
436,14919235,18632334
437,14919318,18564058
438,14933304,18649010
439,15010863,18668286
440,15010983,18683422
441,14885592,18605046
442,14896090,18620034
443,14949871,17874523
444,14958929,18683916
445,11817453,11739867
446,14963985,18688760
447,15035743,18748102
448,15052016,18787075
449,15043737,15738572
450,15052258,18702474
451,15055361,18792621
452,15058999,18797252
453,15032617,18758476
454,15074570,18768463
455,15074804,18757762
456,15077293,18787422
457,15079016,18827246
458,15082989,18780267
459,15089406,17914783
460,15090337,18824168
461,15090408,18838316
462,15090446,18731582
463,14362244,18043581
464,15115938,18804387
465,15122475,18790701
466,15135074,18887739
467,11772510,11531037
468,15142859,18823707
469,15144315,18795616
470,15144746,18907607
471,15144851,18845569
472,15150171,18900489
473,12442535,15593902
474,15184231,18951351
475,15184324,18964705
476,15184346,18965725
477,15198760,18977908
478,15203339,18948207
479,15203393,18843572
480,15209855,18870358
481,15224342,18874693
482,15224437,18894295
483,15224762,18958855
484,15224850,18970875
485,15235001,18972994
486,15236142,18969639
487,15253683,18893203
488,15259240,19026180
489,15259702,19019849
490,15259706,19021207
491,15225025,18994971
492,15266900,19049752
493,15270970,19058064
494,15294590,19015014
495,15294651,19042707
496,15298112,19031434
497,15317720,18983639
498,15319203,19062434
499,15312383,16077821
500,15322658,18605568
501,15323182,19057395
502,14457767,18149559
503,15325144,18997682
504,15328782,18996501
505,15328965,19033161
506,15353629,19104367
507,15367097,19097357
508,11769537,12840216
509,15379907,19065063
510,15396120,19156490
511,15412536,20034485
512,15413105,19177993
513,15414396,19084133
514,15414696,19146597
515,15428907,19191624
516,15431175,19162658
517,15431507,19196703
518,13487171,16866204
519,15451725,18411510
520,15047867,15705699
521,15459554,19160658
522,15459646,19173427
523,15459853,19204311
524,15464602,19211599
525,15479148,19115918
526,15479392,19141043
527,15479585,19215267
528,15479711,19227321
529,15483325,16239545
530,15502744,19223383
531,15530529,19214150
532,15530635,19231508
533,15536314,19292041
534,15556769,19318954
535,15571490,19246685
536,15572036,19241194
537,15574822,19326430
538,15575878,19334964
539,15580237,19340243
540,15584079,19309452
541,15584113,19319339
542,15584218,19343779
543,15601102,19278457
544,15601166,19300609
545,15626791,19299096
546,15627028,19342221
547,15627229,19377997
548,15627242,19296374
549,15496427,19109762
550,15630456,16349069
551,15631841,16312769
552,15642013,18807442
553,15642665,19389207
554,15642799,19390922
555,14298455,17838666
556,15646473,19396347
557,15646502,19397412
558,15659576,19401336
559,15659607,19407613
560,15659612,19407684
561,15650772,16351269
562,15663315,19416396
563,15663375,19417900
564,15678724,19438248
565,15681307,19442102
566,15685212,19446509
567,15689478,19456662
568,15691238,19438807
569,15691783,19364840
570,15695498,19466517
571,15705137,19416271
572,15705197,19429254
573,15721843,19482913
574,15669491,19428884
575,15678550,16814560
576,15729320,19526846
577,15729433,19530182
578,15732476,19540681
579,15735306,19535197
580,15746226,19430898
581,15746366,19457016
582,15746784,19540411
583,15746903,19547806
584,15747241,19501647
585,15750751,19516685
586,15754028,19508621
587,15756602,18415546
588,14319615,14958709
589,15721729,19445288
590,15721966,19508084
591,15768450,19585986
592,15768515,19588587
593,15768536,19589511
594,15770914,19597211
595,15770981,19599205
596,15772044,19540351
597,15774770,19409730
598,15775039,19464295
599,15781060,19618811
600,15785257,19595962
601,15785797,19448266
602,15785936,19466234
603,15786050,19484188
604,15786076,19485887
605,15786658,19571015
606,15786863,19598946
607,15796935,19635200
608,15807247,19472709
609,15807271,19476491
610,15807424,19528302
611,15807744,19632615
612,15815357,19651456
613,15774864,19422977
614,15832093,19623665
615,15832651,19488428
616,15857658,19697352
617,15858464,19569626
618,15858709,19665337
619,15858925,19698602
620,15858945,19699689
621,15863053,19657621
622,15864702,19681688
623,15864851,19629644
624,15868658,19607833
625,15815778,19584925
626,15815779,19570104
627,13659536,14051614
628,15831924,19645501
629,15832127,19638865
630,15832128,19638989
631,15832617,19534483
632,15832623,19524553
633,15874282,19662880
634,15837920,19599885
635,15885322,19569673
636,15885990,20685483
637,15858312,19569700
638,15894508,19664270
639,15894969,19614107
640,15895117,19748952
641,15895239,19756098
642,15895947,19608908
643,15896234,19670288
644,15896521,19719904
645,15896688,19741180
646,15896812,19622262
647,15896857,19653264
648,15898604,19741098
649,15899621,18875047
650,15901858,19665777
651,15901869,19668033
652,15901928,19683370
653,15903676,19688010
654,15863027,19690296
655,15863634,19556437
656,15864030,19564024
657,15918407,19786307
658,15918437,19788599
659,13001064,16229768
660,15921692,19743180
661,15921818,19666128
662,15933880,19654452
663,15945602,19667185
664,15949419,19830222
665,15949426,19831759
666,15949512,19735796
667,15949526,19742492
668,15951034,19710876
669,15951313,19802247
670,15771673,19533598
671,15960136,19837792
672,15967624,19850909
673,15980506,19862471
674,15981267,19853869
675,15983912,19869385
676,15984954,19870453
677,16007072,19820859
678,16014640,19849399
679,16018942,19789700
680,16019638,19792638
681,16020353,19894944
682,16020447,19908869
683,15979810,19845211
684,15979811,19812633
685,15815051,16511908
686,16023170,19755120
687,16023452,19911106
688,16038935,19880481
689,16039077,19760259
690,16044102,19846899
691,16044314,19908499
692,16044426,19775701
693,16044846,19929335
694,16046246,19859546
695,16047312,19780391
696,15530386,19189050
697,16009233,19889499
698,16056002,19949244
699,16062496,19958666
700,16074544,19837909
701,16074593,19885108
702,16076364,19804196
703,11773658,6100693
704,16024761,18773671
705,15780813,15045426
706,16083469,19935204
707,16103689,19890115
708,16103743,19908365
709,16103991,19989098
710,16107192,19852758
711,16127609,20037364
712,16149367,16242939
713,16152128,19954480
714,16155739,19929596
715,16155958,20049824
716,16156101,19497712
717,16157892,20071874
718,16158416,17610516
719,16180097,20025922
720,16182610,19946945
721,16188502,20049164
722,16193438,20063938
723,16206681,20032000
724,16196367,16899646
725,16211118,19963969
726,16211199,20056076
727,16212770,20128309
728,16212813,19973623
729,16222240,19983076
730,16231498,19990860
731,16139591,20009842
732,16262538,16982031
733,16274570,20132703
734,16286128,20207087
735,16282845,17009981
736,16289439,20015605
737,16289974,20224008
738,16290938,20208401
739,16295818,17036576
740,16238155,16967190
741,16304558,20174027
742,16309741,20199639
743,14934125,15570135
744,16335773,20242345
745,16335913,20218408
746,16340708,20267035
747,16340781,20278684
748,16340790,20117253
749,16346553,20287420
750,16352252,20224648
751,16372176,20262721
752,16374822,20166167
753,16376207,20293423
754,15853867,16526168
755,45260772,44043699
756,16397763,20328448
757,16327104,17069822
758,16404673,20342659
759,16406090,20216887
760,16406102,20230249
761,16407363,20214127
762,16411893,20236523
763,16427997,20242791
764,16429537,20358993
765,16429563,20364037
766,16432758,20297852
767,16435430,20266171
768,16435551,20258805
769,16436432,20314758
770,16436620,20292553
771,12103431,12272042
772,16447553,20293435
773,16452540,20330108
774,15896883,19690289
775,16455362,20266731
776,16455710,20395293
777,16457142,20299636
778,16472981,20413988
779,16475988,20301649
780,16477664,20395024
781,16486091,20430232
782,16491080,20326160
783,16491362,20431407
784,16495146,20428719
785,16495185,20442774
786,16455348,20268663
787,16510454,15762491
788,16536217,20488794
789,16537893,19851204
790,16539763,19076612
791,16494164,20435200
792,16540948,19863910
793,16543120,18294019
794,16548189,20411817
795,16555587,20482617
796,16555774,20466118
797,16557743,20430424
798,16559228,20453553
799,16565448,20523607
800,16569049,20421681
801,16569488,20513751
802,16583078,20449400
803,16587756,20462027
804,16587809,20480915
805,16591938,20461994
806,16599112,20266115
807,16612886,20587264
808,16615849,20456548
809,16615854,20461692
810,16617932,20573013
811,16568700,20520959
812,16569123,20436290
813,11818334,10782769
814,16591941,20474489
815,16647436,20645799
816,16653068,19366912
817,16611556,20587406
818,16661333,20652798
819,16662370,20579996
820,16672952,20672512
821,16679534,20502365
822,16679628,20514941
823,11763826,14649282
824,16687063,18920216
825,16688889,20615729
826,16688958,20635142
827,16690531,20671589
828,16704030,20556258
829,16704123,20603279
830,16704128,20609704
831,16726921,20712064
832,16733851,20723788
833,16739121,20645097
834,16740482,20641857
835,16744699,20636966
836,16745948,20746529
837,16745980,20761998
838,16751050,20752297
839,16765722,20754682
840,16774707,20699686
841,16775047,20757639
842,16779940,17536214
843,16790308,20692258
844,16793801,20823792
845,16791745,17526691
846,16801985,20236585
847,16787247,19429778
848,16752206,17510510
849,16812588,20695286
850,16814002,20710341
851,16814070,20740685
852,16814114,20760500
853,16821267,20849997
854,16821458,20849966
855,16822211,20725368
856,16834682,20863751
857,16836804,17545502
858,16843568,20794210
859,16855327,20860297
860,16874117,20901595
861,16834686,20870036
862,16886131,20933670
863,16883173,17638003
864,16903235,20940293
865,14841638,18472170
866,16931572,20901750
867,16931712,20932671
868,16617709,20493038
869,16955157,20941777
870,16968908,17668477
871,17010393,20989602
872,17025316,21053580
873,17026203,20946903
874,16977252,20898672
875,16977742,19919565
876,17033361,17825058
877,17043488,21034199
878,16333146,20100067
879,17047155,20155234
880,17052522,21080750
881,17052550,21062219
882,17064921,21032990
883,17064936,21087407
884,17066748,20972158
885,17060251,17853001
886,17070996,20978196
887,17071208,21033241
888,14634535,15294175
889,17036988,20995705
890,17079592,22072106
891,17079595,22072222
892,17086670,21044512
893,17086936,21053941
894,17095673,21115065
895,17097628,20997377
896,17097688,21115982
897,17116558,21046046
898,17071171,21020716
899,17122684,21071719
900,17147376,17916791
901,17130262,21177991
902,17130471,21165693
903,17130515,21176115
904,17130537,21195348
905,17132649,21127232
906,17137132,21166369
907,17137324,21206613
908,17142624,21114736
909,17142638,21120725
910,17145621,21192523
911,17148999,21236613
912,17149000,21236614
913,17149436,21097637
914,17149525,21235182
915,17149897,17751865
916,17150606,21233284
917,17151406,21244635
918,17154270,21133209
919,17155243,21199481
920,17155350,21241759
921,17155398,21251600
922,17223106,21284520
923,17223829,21230387
924,17226584,21238675
925,17141666,21080676
926,17236205,21299839
927,17243581,21246224
928,17237337,18068339
929,17257421,21162771
930,17257593,21249035
931,17268533,21169704
932,17270732,21302136
933,17286572,21242166
934,17288947,21210669
935,17291464,21218732
936,17291567,21339631
937,17254819,21322389
938,17295823,21282161
939,17302027,21214297
940,17304371,21380134
941,17310708,21227497
942,17310878,21282401
943,17311168,21374283
944,17311243,21232734
945,17313961,21251946
946,17314020,21265512
947,17314035,21266797
948,17314300,21322538
949,17314768,21357399
950,17322923,21339935
951,17267113,18103140
952,17289698,18919297
953,17326439,21258449
954,17326503,21328937
955,17326562,21374694
956,17326608,21413821
957,17328888,21266049
958,17332538,18169737
959,17345999,21438479
960,17346006,21286847
961,17346084,21353551
962,17349052,21296852
963,17349293,21383127
964,17363244,21428168
965,17365560,21313385
966,17365953,21328770
967,14165856,17754006
968,17315715,16505737
969,17316099,16499307
970,17316259,16505735
971,17366896,21443509
972,17366938,21478951
973,17368797,21346476
974,17368821,21351510
975,17369062,21418680
976,17383358,21353163
977,17383489,21396146
978,17383610,21436865
979,17387506,20610429
980,17388793,21395150
981,17390209,21361694
982,17393449,21383803
983,17397323,21382954
984,17397547,21405363
985,17415959,21443233
986,17415999,21451411
987,17416050,21462466
988,17416105,21474745
989,17415316,21498920
990,17399337,21532837
991,17417013,21532985
992,13292018,16577715
993,17417491,21446654
994,17417603,21499301
995,17417658,21530082
996,17417872,21529422
997,17395257,21522419
998,17415322,21429323
999,17399863,21598770
1000,17418152,21592062
1001,17418216,21508835
1002,17418217,21511049
1003,17418248,21546027
1004,17418332,21596263
1005,17398659,21551951
1006,17418630,21572270
1007,17398879,21609509
1008,17499659,18311413
1009,17509872,21506375
1010,17399013,21505748
1011,17399019,21526556
1012,17548745,19861941
1013,17400153,21635816
1014,17418309,21581197
1015,11779583,7461014
1016,17399070,21628490
1017,17399189,21561262
1018,17399192,21561734
1019,17399277,21610123
1020,17399424,21617468
1021,17399435,21624671
1022,17420054,21601819
1023,17420059,21603260
1024,17420192,21529875
1025,17524015,20884624
1026,17400257,21657300
1027,17400537,21630886
1028,17421071,21646864
1029,17421359,21533192
1030,17421766,21670269
1031,17415050,21635379
1032,17594676,18419742
1033,17422003,21720103
1034,17422784,21723646
1035,17401566,21763225
1036,17423334,21650565
1037,17423409,21697691
1038,17423419,21706622
1039,17423470,21743838
1040,17423589,21759247
1041,17460308,21707974
1042,17673840,19844837
1043,17674331,20800546
1044,17401231,21760305
1045,17401267,21654103
1046,17460297,21756285
1047,17395009,21804962
1048,17401444,21805080
1049,17423911,21778434
1050,17467538,21786170
1051,17400837,21589822
1052,17400891,21630430
1053,17400922,21673245
1054,17402114,21810343
1055,17402129,21813035
1056,17402415,21671510
1057,17693740,20752370
1058,17665234,21746570
1059,17425763,21716043
1060,17425823,21767811
1061,17425888,21826816
1062,17639023,21718377
1063,17675641,20358958
1064,17680390,18840989
1065,17425920,21816821
1066,17426057,21889696
1067,17609522,21892955
1068,17402841,21779412
1069,17424765,21673742
1070,17424969,21728732
1071,17425247,21830321
1072,17403081,21791278
1073,17403110,21799372
1074,17499650,18311359
1075,17402031,21864289
1076,17403616,21813079
1077,17401131,21729658
1078,17422609,21650435
1079,17404057,21948290
1080,17426972,21790100
1081,17427046,21922360
1082,17448763,21960566
1083,17457609,21793557
1084,17402547,21890423
1085,17404278,21969067
1086,17404281,21969140
1087,17404335,21979480
1088,17427536,21902191
1089,17427670,21986944
1090,17404444,22004374
1091,17427792,21884246
1092,17804559,21952111
1093,17403788,21925024
1094,17404649,21900014
1095,17428110,21868751
1096,17808880,21304722
1097,17810545,20618222
1098,17402835,21840542
1099,17404995,22005379
1100,17405030,22029201
1101,17405158,22027967
1102,17723278,21974799
1103,17707102,19757891
1104,17707159,17720598
1105,17402709,21726311
1106,17565307,22020869
1107,17405516,21979322
1108,17429069,21963043
1109,17751106,21988541
1110,17405803,21957593
1111,17405842,21997174
1112,17429703,22024997
1113,17425935,21845833
1114,17406046,22026896
1115,17430390,22132479
1116,17663313,22133927
1117,17430478,21963100
1118,17883365,18566228
1119,17565351,21985610
1120,17847506,18657365
1121,17905097,18704391
1122,17906119,18710573
1123,17406412,22149358
1124,17406452,22179334
1125,17431117,22173280
1126,17431146,22004490
1127,14942572,12302343
1128,17406644,22084375
1129,17411794,22163654
1130,17412252,22190969
1131,17470502,22082472
1132,17406740,22195499
1133,17406779,22056510
1134,17406865,22183395
1135,17406904,22056399
1136,17480618,22171727
1137,17406915,22064857
1138,17406951,22074091
1139,17407128,22173401
1140,17628820,22116017
1141,17512966,22197324
1142,17953155,18754140
1143,17412553,22241212
1144,17432512,22086615
1145,17512991,22171729
1146,17786127,23282927
1147,17972898,18770526
1148,17542386,22226276
1149,17431983,22062981
1150,17407448,22245361
1151,17433155,22273195
1152,17545323,22268148
1153,17433223,22239316
1154,17407590,22218299
1155,17410654,22290014
1156,17407744,22318509
1157,17433837,22211382
1158,18037820,22162520
1159,17407751,22320926
1160,17407843,22259145
1161,17433962,22227704
1162,17434001,22260475
1163,17723359,22278399
1164,17407557,22283535
1165,17548975,22173875
1166,18051058,18874477
1167,17413703,22359110
1168,17408267,22245216
1169,17408275,22271753
1170,17408319,22330527
1171,18082054,18896357
1172,17921871,22266178
1173,18126216,18952127
1174,18075951,18888142
1175,18094187,18918821
1176,17435216,22358483
1177,17435336,22442274
1178,17298041,21289004
1179,17478159,22331199
1180,18177203,17248070
1181,17408839,22419070
1182,17435899,22475031
1183,17435916,22488829
1184,17510292,22434238
1185,17513096,22387862
1186,17577947,22375011
1187,17616868,22381585
1188,17988283,22474724
1189,17408996,22531824
1190,17436153,22550324
1191,17742211,23593719
1192,17545374,22555285
1193,17409152,22460689
1194,17409172,22444679
1195,17542436,22547848
1196,18263252,21942074
1197,18265211,21117754
1198,17409292,22573146
1199,17436743,22600216
1200,17478219,22534543
1201,17711766,22511894
1202,17737716,22508371
1203,17436812,22534604
1204,17492798,22510068
1205,17864397,22540333
1206,18103181,22612052
1207,17460561,22558467
1208,18329336,19201661
1209,18145625,18938635
1210,18293110,19121691
1211,18349517,19174791
1212,18349529,19174803
1213,17409532,22731365
1214,17410971,22794101
1215,17721184,22789958
1216,18389399,21086190
1217,17409549,22805041
1218,17470673,22654298
1219,17974457,22819335
1220,17437318,22719487
1221,17510414,22664687
1222,17629062,22774403
1223,17637912,22789123
1224,17988354,22678968
1225,17988379,22741122
1226,17911223,22847761
1227,17912691,22849108
1228,17411304,22864524
1229,18301000,22678796
1230,18424218,19247343
1231,18115626,18936339
1232,17551093,22724636
1233,17565496,22919090
1234,17565682,22887212
1235,18059127,22877558
1236,18438935,20077263
1237,17706885,22812077
1238,17829829,22824200
1239,17957205,22849718
1240,18192125,22842009
1241,18496459,22339868
1242,18496704,20606243
1243,18501276,19305378
1244,17529341,22870937
1245,17625959,22894122
1246,17629118,22872521
1247,17965461,22848136
1248,17988421,22973115
1249,17648056,22870663
1250,17903860,22881366
1251,18139143,23003786
1252,18508255,19314306
1253,18109540,22897945
1254,17934892,22938379
1255,18305849,23056459
1256,17837730,23156910
1257,18632229,19412386
1258,17683431,23162509
1259,17739518,23150162
1260,17861316,23183337
1261,18311952,23181455
1262,18539480,23063541
1263,18583514,23173799
1264,17407030,22166249
1265,17747969,23192208
1266,17834851,23168339
1267,17394992,23212876
1268,17755215,23171129
1269,17879726,23078223
1270,18109555,23035377
1271,17539092,23217935
1272,17882578,23197172
1273,18123947,23033412
1274,18245126,23149276
1275,18596415,23223936
1276,18659479,19455992
1277,17640213,23198587
1278,17760703,23112198
1279,18470571,23105884
1280,17744720,23085821
1281,18137618,23254716
1282,18139174,23254264
1283,17715220,23277073
1284,17782895,23255346
1285,17782896,23306016
1286,17788586,23163711
1287,18016411,23273975
1288,18151658,23242171
1289,18481062,23292861
1290,18398852,23228941
1291,17562682,23148462
1292,17817086,23168202
1293,18032368,23278514
1294,17438137,23317642
1295,17749001,23354414
1296,18042710,23362771
1297,17834986,23162363
1298,17957547,23383593
1299,18383516,23256074
1300,17839263,23288797
1301,18214364,23181898
1302,18306207,23196936
1303,18306316,23183539
1304,18388558,23205297
1305,18429649,23247265
1306,17804534,23218767
1307,17599583,23282055
1308,17949989,23254712
1309,18216834,23218168
1310,18615040,23340896
1311,17410027,23309160
1312,17599587,23444162
1313,17862369,23404537
1314,17864574,23359908
1315,17977045,23454693
1316,18103300,23238120
1317,18106211,23470347
1318,18124054,23467766
1319,18129957,23241699
1320,18216837,23202991
1321,18338180,23280044
1322,18464194,23294792
1323,17850529,23454571
1324,17967913,23215019
1325,18133353,23335270
1326,17663496,23489091
1327,18032401,23515711
1328,18813864,19683663
1329,17692582,23334159
1330,17935100,23354306
1331,18034338,23452706
1332,18269461,23471109
1333,18628856,23321801
1334,18050515,23539976
1335,18520997,23521462
1336,17936439,23457726
1337,17945119,23469100
1338,17619677,23395419
1339,18301166,23527771
1340,18074906,23570540
1341,18090553,23454370
1342,17935116,23422562
1343,17982604,23421203
1344,18072694,23435086
1345,18794229,23526110
1346,17652595,23515907
1347,18878208,19762022
1348,17579581,23529311
1349,17945333,23519126
1350,17988780,23521435
1351,18107486,23469717
1352,18584889,23619872
1353,17409027,22434722
1354,17677213,23586014
1355,18074895,23405085
1356,17568342,23571782
1357,17957691,23536077
1358,17860799,23494079
1359,18008026,23565359
