_CustomObjectKey,ID_TITULO,ID_PLANO,ID_SERIE,CLASSIFICACAO,DT_INICIO_VIGENCIA,DATA_BAIXA,STATUS,DATA_REGISTRO_ESTORNO,DATA_REGISTRO_OBITO
138314074,150481,"PU48C ",AA,ATIVO,20/03/2019,,A,,
138314075,150484,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314076,150486,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314077,150487,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314078,150489,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314079,150511,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314080,150512,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314081,150513,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314082,150514,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314083,150515,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314084,150516,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314085,150517,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314086,150518,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314087,150521,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314088,150523,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314089,150525,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314090,150526,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314091,150560,"PU48H ",AA,ATIVO,20/03/2019,,A,,
138314092,150561,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314093,150564,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314094,150565,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314095,150566,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314096,150568,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314097,150569,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314098,150570,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314099,150619,"PU48B ",AA,ATIVO,20/03/2019,,A,,
138314100,150620,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314101,150621,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314102,150622,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314103,150623,"PU48G ",AA,ATIVO,20/03/2019,,A,,
138314104,150624,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314105,150698,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314106,150699,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314107,150700,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314108,150701,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314109,150706,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314110,150707,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314111,150708,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314112,45349,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314113,45350,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314114,77563,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314115,45352,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314116,45353,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314117,77573,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314118,77574,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314119,45354,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314120,45355,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314121,77576,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314122,77583,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314123,77584,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314124,77585,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314125,45360,"48PME ",AA,INATIVO,20/03/2019,18/11/2022 01:35:49,B,,
138314126,45361,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314127,77589,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314128,77590,"PM60F ",AA,ATIVO,20/03/2019,,A,,
138314129,77591,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314130,77858,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314131,45619,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314132,45623,"48PMA ",AA,ATIVO,20/03/2019,,S,,
138314133,45625,"48PMA ",AA,ATIVO,20/03/2019,,S,,
138314134,45626,"48PMD ",AA,INATIVO,20/03/2019,29/11/2022 00:23:13,B,,
138314135,77863,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314136,77864,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314137,45628,"48PMA ",AA,INATIVO,20/03/2019,15/10/2022 01:24:44,B,,
138314138,45629,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314139,45630,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314140,45631,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314141,45632,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314142,77868,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314143,45639,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314144,45642,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314145,77870,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314146,78144,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314147,45908,"48PMN ",AA,ATIVO,20/03/2019,,A,,
138314148,45910,"48PMN ",AA,ATIVO,20/03/2019,,A,,
138314149,45919,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314150,45920,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314151,78148,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314152,45922,"48PMA ",AA,INATIVO,20/03/2019,17/08/2022 01:46:47,B,,
138314153,46208,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314154,46209,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314155,46210,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314156,46212,"48PMB ",AA,ATIVO,20/03/2019,,A,,
138314157,78398,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314158,46213,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314159,46214,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314160,78399,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314161,78401,"PM60C ",AA,ATIVO,20/03/2019,,S,,
138314162,46215,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314163,78408,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314164,78412,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314165,46216,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314166,78416,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314167,46217,"48PMG ",AA,INATIVO,20/03/2019,26/08/2022 00:33:01,B,,
138314168,46218,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314169,46219,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314170,78424,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314171,46221,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314172,46427,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314173,46429,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314174,46431,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314175,78708,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314176,46434,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314177,46435,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314178,78714,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314179,78715,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314180,78716,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314181,78717,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314182,78718,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314183,78719,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314184,78720,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314185,78721,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314186,78725,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314187,78726,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314188,46445,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314189,46446,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314190,141007,"PU48B ",AA,ATIVO,25/02/2019,,F,,
138314191,141448,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314192,141449,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314193,141450,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314194,141451,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314195,141452,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314196,141453,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314197,141456,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314198,141457,"PU48F ",AA,ATIVO,25/02/2019,,F,,
138314199,141458,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314200,141459,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314201,141460,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314202,141461,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314203,141811,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314204,141812,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314205,141813,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314206,141814,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314207,141815,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314208,141816,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314209,141819,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314210,141820,"PU48A ",AA,ATIVO,25/02/2019,,F,,
138314211,49177,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314212,49178,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314213,49179,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314214,49180,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314215,49181,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314216,49182,"PM60E ",AA,INATIVO,23/02/2019,11/01/2023 03:23:23,B,,
138314217,49184,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314218,49185,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314219,49186,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314220,49187,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314221,49188,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314222,49189,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314223,49190,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314224,49191,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314225,49192,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314226,49193,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314227,49195,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314228,49196,"PM60E ",AA,ATIVO,23/02/2019,,S,,
138314229,49198,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314230,49199,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314231,49200,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314232,49201,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314233,49202,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314234,49203,"PM60E ",AA,ATIVO,23/02/2019,,A,,
138314235,26895,"48PMF ",AA,ATIVO,23/02/2019,,F,,
138314236,49204,"PM60D ",AA,ATIVO,23/02/2019,,A,,
138314237,49206,"PM60C ",AA,ATIVO,23/02/2019,,A,,
138314238,26903,"48PMA ",AA,ATIVO,23/02/2019,,A,,
138314239,49475,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314240,49476,"PM60D ",AA,ATIVO,25/02/2019,,A,,
138314241,49477,"PM60C ",AA,ATIVO,25/02/2019,,S,,
138314242,49478,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314243,49480,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314244,27242,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314245,27244,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314246,27246,"48PMB ",AA,ATIVO,25/02/2019,,F,,
138314247,49488,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314248,49489,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314249,27254,"48PMC ",AA,ATIVO,25/02/2019,,F,,
138314250,49881,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314251,27473,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314252,27474,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314253,27475,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314254,49888,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314255,49889,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314256,27481,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314257,49892,"PM60D ",AA,ATIVO,25/02/2019,,A,,
138314258,49893,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314259,49894,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314260,27482,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314261,27483,"48PMG ",AA,INATIVO,25/02/2019,17/08/2022 01:46:47,B,,
138314262,50269,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314263,50272,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314264,50287,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314265,27741,"48PMG ",AA,ATIVO,25/02/2019,,F,,
138314266,50289,"PM60D ",AA,INATIVO,25/02/2019,11/08/2022 00:12:21,B,,
138314267,50290,"PM60D ",AA,INATIVO,25/02/2019,27/09/2022 00:09:19,B,,
138314268,27742,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314269,50293,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314270,50298,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314271,50301,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314272,27888,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314273,50807,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314274,50812,"PM60C ",AA,INATIVO,25/02/2019,11/08/2022 00:12:21,B,,
138314275,27891,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314276,50816,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314277,27892,"48PMG ",AA,ATIVO,25/02/2019,,F,,
138314278,50818,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314279,50819,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314280,50822,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314281,27893,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314282,50830,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314283,27894,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314284,27895,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314285,27896,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314286,27897,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314287,27898,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314288,27899,"48PMA ",AA,INATIVO,25/02/2019,29/10/2022 00:05:50,B,,
138314289,51340,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314290,28023,"48PMA ",AA,ATIVO,25/02/2019,,A,,
138314291,28025,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314292,51353,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314293,51362,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314294,28032,"48PMA ",AA,ATIVO,25/02/2019,,F,,
138314295,51364,"PM60C ",AA,ATIVO,25/02/2019,,A,,
138314296,150444,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314297,150445,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314298,150466,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314299,150467,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314300,150468,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314301,150470,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314302,150471,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314303,150472,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314304,150473,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314305,150490,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314306,150491,"PU48H ",AA,ATIVO,20/03/2019,,A,,
138314307,150492,"PU48H ",AA,ATIVO,20/03/2019,,A,,
138314308,150496,"PU48F ",AA,INATIVO,20/03/2019,30/09/2022 00:40:23,B,,
138314309,150527,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314310,150528,"PU48H ",AA,ATIVO,20/03/2019,,A,,
138314311,150529,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314312,150531,"PU48D ",AA,ATIVO,20/03/2019,,A,,
138314313,150532,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314314,150533,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314315,150534,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314316,150535,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314317,150536,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314318,150537,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314319,150538,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314320,150572,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314321,150573,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314322,150574,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314323,150575,"PU48B ",AA,ATIVO,20/03/2019,,A,,
138314324,150576,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314325,150577,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314326,150578,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314327,150579,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314328,150580,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314329,150627,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314330,150631,"PU48A ",AA,ATIVO,20/03/2019,,A,,
138314331,150632,"PU48G ",AA,ATIVO,20/03/2019,,A,,
138314332,150633,"PU48G ",AA,ATIVO,20/03/2019,,A,,
138314333,150635,"PU48H ",AA,ATIVO,20/03/2019,,A,,
138314334,150709,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314335,150710,"PU48F ",AA,ATIVO,20/03/2019,,A,,
138314336,150711,"PU48F ",AA,INATIVO,20/03/2019,28/07/2022 00:13:48,B,,
138314337,150712,"PU48F ",AA,INATIVO,20/03/2019,28/07/2022 00:13:48,B,,
138314338,150713,"PU48F ",AA,INATIVO,20/03/2019,28/07/2022 00:13:48,B,,
138314339,150714,"PU48F ",AA,INATIVO,20/03/2019,28/07/2022 00:13:48,B,,
138314340,150715,"PU48F ",AA,INATIVO,20/03/2019,28/07/2022 00:13:48,B,,
138314341,45363,"48PME ",AA,ATIVO,20/03/2019,,A,,
138314342,77593,"PM60G ",AA,ATIVO,20/03/2019,,A,,
138314343,77594,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314344,77595,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314345,45364,"48PMH ",AA,ATIVO,20/03/2019,,A,,
138314346,45365,"48PME ",AA,ATIVO,20/03/2019,,A,,
138314347,77596,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314348,77597,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314349,77598,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314350,77599,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314351,77600,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314352,77603,"PM60E ",AA,INATIVO,20/03/2019,21/01/2023 00:31:43,B,,
138314353,45366,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314354,77605,"PM60F ",AA,ATIVO,20/03/2019,,A,,
138314355,77607,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314356,45368,"48PME ",AA,ATIVO,20/03/2019,,A,,
138314357,77609,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314358,77610,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314359,77613,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314360,45372,"48PME ",AA,ATIVO,20/03/2019,,A,,
138314361,77614,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314362,45373,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314363,77615,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314364,45374,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314365,77617,"PM60E ",AA,INATIVO,20/03/2019,02/12/2022 01:04:26,B,,
138314366,77619,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314367,77620,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314368,77621,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314369,77622,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314370,77623,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314371,77624,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314372,77625,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314373,45376,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314374,77627,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314375,45647,"48PMG ",AA,ATIVO,20/03/2019,,A,,
138314376,45650,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314377,45651,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314378,45652,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314379,45656,"48PMA ",AA,INATIVO,20/03/2019,24/11/2022 00:10:38,B,,
138314380,45657,"48PMA ",AA,INATIVO,20/03/2019,23/12/2022 00:15:40,B,,
138314381,45662,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314382,45663,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314383,77884,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314384,45666,"48PMC ",AA,ATIVO,20/03/2019,,A,,
138314385,77886,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314386,77889,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314387,77895,"PM60E ",AA,ATIVO,20/03/2019,,A,,
138314388,45933,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314389,78157,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314390,45935,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314391,45936,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314392,78158,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314393,45947,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314394,78164,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314395,78165,"PM60D ",AA,ATIVO,20/03/2019,,A,,
138314396,45953,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314397,45956,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314398,78168,"PM60C ",AA,INATIVO,20/03/2019,13/12/2022 00:55:14,B,,
138314399,45961,"48PMB ",AA,ATIVO,20/03/2019,,A,,
138314400,78429,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314401,46226,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314402,46228,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314403,46229,"48PMF ",AA,ATIVO,20/03/2019,,A,,
138314404,78434,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314405,78435,"PM60C ",AA,ATIVO,20/03/2019,,S,,
138314406,78436,"PM60C ",AA,ATIVO,20/03/2019,,S,,
138314407,78437,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314408,78438,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314409,46231,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314410,46232,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314411,78442,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314412,78444,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314413,46235,"48PMA ",AA,INATIVO,20/03/2019,09/11/2022 04:20:58,B,,
138314414,46236,"48PMA ",AA,ATIVO,20/03/2019,,A,,
138314415,78445,"PM60C ",AA,ATIVO,20/03/2019,,A,,
138314416,46238,"48PMA ",AA,ATIVO,20/03/2019,,A,,
