_CustomObjectKey,AccountID,OYBAccountID,JobID,ListID,BatchID,SubscriberID,SubscriberKey,EventDate,IsUnique,Domain,BounceCategoryID,BounceCategory,BounceSubcategoryID,BounceSubcategory,BounceTypeID,BounceType,TriggererSendDefinitionObjectID,TriggeredSendCustomerKey
114,514002572,,231442,155,523,79314311,02469264812,6/23/2022 7:05:24 AM,True,comcap.org.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
115,514002572,,231442,155,554,79314393,03037288841,6/23/2022 7:30:06 AM,True,itelefonica.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
116,514002572,,231442,155,712,79314428,03228142272,6/23/2022 8:59:24 AM,True,yahoo.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
117,514002572,,231442,155,693,79314489,03708200616,6/26/2022 8:54:00 AM,True,gol.com.br,5,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
118,514002572,,231442,155,567,79314532,04003582802,6/23/2022 7:36:13 AM,True,terra.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
119,514002572,,218088,155,826,79158952,90624190706,5/7/2022 12:08:58 PM,True,uol.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
120,514002572,,218088,155,143,79158763,66373239268,5/9/2022 11:21:22 AM,True,gmail.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
121,514002572,,218088,155,1022,79158723,64957667420,5/7/2022 12:02:46 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
122,514002572,,218088,155,984,79154836,16192117187,5/7/2022 12:12:03 PM,True,terra.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
123,514002572,,218088,155,299,79154578,17960150168,5/6/2022 12:11:32 PM,True,terra.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
124,514002572,,218088,155,1499,79154478,15245650835,5/11/2022 12:16:38 PM,True,homail.com,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
125,514002572,,218088,155,1264,79154330,04598070803,5/8/2022 11:01:16 AM,True,uol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
126,514002572,,218088,155,973,79154098,46879439934,5/7/2022 12:09:06 PM,True,pfr.gov.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
127,514002572,,218088,155,627,79153800,18210660900,5/7/2022 11:01:00 AM,True,bol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
128,514002572,,218088,155,1031,79153646,99008858649,5/10/2022 12:12:08 PM,True,mp.mg.gov.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
129,514002572,,218088,155,1450,79153568,80789072572,5/8/2022 12:02:03 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
130,514002572,,218088,155,274,79153192,24060810100,5/6/2022 12:01:39 PM,True,bol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
131,514002572,,218088,155,140,79158104,38001861015,5/6/2022 11:07:02 AM,True,brturbo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
132,514002572,,218088,155,374,79157627,02306029830,5/6/2022 12:02:01 PM,True,bol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
133,514002572,,238274,2217,67,72479868,0036g00001OXHQlAAP,7/21/2022 11:28:13 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
134,514002572,,238274,2217,11,72499083,0036g00001OXLKfAAP,7/14/2022 11:29:57 AM,True,globo.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
135,514002572,,238274,2217,98,72523058,0036g00001OXTeoAAH,7/29/2022 11:15:32 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
136,514002572,,238274,2217,59,72540220,0036g00001OXjZnAAL,7/18/2022 11:27:18 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
137,514002572,,238274,2217,92,72547917,0036g00001OXYDaAAP,7/28/2022 11:14:33 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
138,514002572,,238274,2217,64,72575029,0036g00001OXScBAAX,7/20/2022 11:23:40 AM,True,hotmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
139,514002572,,238274,2217,42,72588397,0036g00001OXX8CAAX,7/14/2022 11:30:05 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
140,514002572,,238274,2217,49,72589455,0036g00001OXi1bAAD,7/18/2022 11:21:08 AM,True,yahoo.com.br,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
141,514002572,,238274,2217,65,72602214,0036g00001OYHVeAAP,7/20/2022 11:17:45 AM,True,bol.com.br,1,,,,1,delayed,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
142,514002572,,238274,2217,97,72619055,0036g00001OXoMGAA1,7/29/2022 11:15:32 AM,True,hotmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
143,514002572,,238274,2217,25,72626168,0036g00001OXne3AAD,7/14/2022 11:29:58 AM,True,yahoo.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
144,514002572,,238274,2217,90,72639159,0036g00001OY1owAAD,7/28/2022 11:14:33 AM,True,terra.com.br,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
145,514002572,,238274,2217,55,72655911,0036g00001OYEMGAA5,7/18/2022 11:27:18 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
146,514002572,,238274,2217,91,72672896,0036g00001OXttQAAT,7/28/2022 11:14:33 AM,True,hotmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
147,514002572,,238274,2217,42,72681549,0036g00001OYSRXAA5,7/14/2022 11:30:05 AM,True,gmail.com,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
148,514002572,,238274,2217,32,72729090,0036g00001OYCAvAAP,7/14/2022 11:29:59 AM,True,yahoo.com.br,1,,,,0,immediate,77792F81-4402-ED11-A5B6-D4F5EF66AED7,78137
