_CustomObjectKey,automationinstancestatus,activityName,activityType
25,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
26,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
27,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
28,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
29,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
30,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
31,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
32,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
33,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
34,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
35,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
36,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
37,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
38,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
39,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
40,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
41,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
42,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
43,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
44,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
45,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
46,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
47,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
48,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
49,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
50,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
51,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
52,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
53,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
54,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
55,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
56,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
57,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
58,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
59,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
60,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
61,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
62,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
63,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
64,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
65,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
66,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
67,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
68,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
69,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
70,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
71,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
72,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
73,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
74,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
75,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
76,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
77,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
78,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
79,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
80,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
81,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
82,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
83,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
84,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
85,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
86,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
87,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
88,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
89,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
90,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
91,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
92,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
93,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
94,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
95,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
96,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
97,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
98,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
99,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
100,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
101,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
102,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
103,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
104,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
105,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
106,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
107,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
108,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
109,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
110,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
111,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
112,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
113,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
114,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
115,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
116,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
117,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
118,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
119,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
120,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
121,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
122,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
123,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
124,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
125,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
126,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
127,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
128,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
129,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
130,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
131,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
132,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
133,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
134,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
135,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
136,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
137,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
138,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
139,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
140,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
141,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
142,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
143,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
144,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
145,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
146,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
147,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
148,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
149,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
150,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
151,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
152,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
153,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
154,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
155,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
156,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
157,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
158,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
159,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
160,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
161,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
162,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
163,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
164,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
165,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
166,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
167,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
168,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
169,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
170,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
171,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
172,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
173,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
174,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
175,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
176,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
177,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
178,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
179,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
180,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
181,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
182,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
183,Complete,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
184,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
185,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
186,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
187,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
188,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
189,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
190,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
191,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
192,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
193,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
194,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
195,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
196,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
197,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
198,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
199,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
200,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
201,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
202,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
203,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
204,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
205,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
206,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
207,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
208,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
209,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
210,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
211,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
212,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
213,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
214,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
215,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
216,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
217,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
218,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
219,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
220,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
221,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
222,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
223,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
224,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
225,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
226,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
227,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
228,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
229,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
230,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
231,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
232,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
233,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
234,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
235,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
236,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
237,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
238,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
239,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
240,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
241,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
242,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
243,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
244,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
245,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
246,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
247,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
248,Stopped,Qr00_Base_Cliente_ComOTC_Filtrada_NeoBpo,300
249,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
250,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
251,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
252,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
253,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
254,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
255,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
256,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
257,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
258,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
259,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
260,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
261,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
262,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
263,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
264,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
265,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
266,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
267,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
268,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
269,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
270,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
271,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
272,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
273,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
274,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
275,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
276,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
277,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
278,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
279,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
280,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
281,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
282,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
283,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
284,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
285,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
286,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
287,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
288,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
289,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
290,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
291,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
292,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
293,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
294,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
295,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
296,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
297,Stopped,JB_CAMPANHA_ONLINE_PROSPECT_COM_OTC_NEOBPO_PUB2,952
298,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
299,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
300,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
301,Stopped,Qr04_Boas_Vindas_Caracteristicas_Ourocap_Trata_Quarentena,300
