_CustomObjectKey,ID,ID_TITULO,ID_PLANO,ID_SERIE,STATUS,HC_SITUACAO__C
5654576,a0o6g00000DQFcsAAH,0,PUINS1,AG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654577,a0o6g00000DQFcuAAH,0,PUINS2,AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654578,a0o6g00000DQFjjAAH,0,PUINS3,AI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654579,a0o6g00000DQFjmAAH,0,PUINS6,AM,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654580,a0o6g00000DXATDAA5,0,PUINS8,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654581,a0o6g00000DXATLAA5,0,PUINS8,AG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654582,a0o6g00000DXATNAA5,0,PUINS8,AI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654583,a0o6g00000DQDR0AAP,0,PUINS9,AO,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654584,a0o6g00000DQ7p6AAD,0,PUIOC5,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654585,a0o6g00000DQ7p9AAD,0,PUIOC5,AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654586,a0o6g00000DQ86jAAD,0,PUIOC5,AK,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654587,a0o6g00000Dg2MjAAJ,0,"INC05 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654588,a0o6g00000DgD8wAAF,0,"INC05 ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654589,a0o6g00000DgD8wAAF,0,"INC05 ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654590,a0o6g00000Dg2MiAAJ,0,"INC06 ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654591,a0o6g00000DgD90AAF,0,"INC06 ",AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654592,a0o6g00000Dg7hBAAR,0,"INC06 ",AK,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654593,a0o6g00000DWa3oAAD,0,"INC06 ",AM,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654594,a0o6g00000DWa3qAAD,0,"INC06 ",AN,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654595,a0o6g00000DWa3pAAD,0,"INC06 ",AO,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654596,a0o6g000008o2OMAAY,0,"PM72R ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654597,a0o6g000006QTk7AAG,0,PU12S4,AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654598,a0o6g00000DQ86fAAD,0,PUI1EP,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654599,a0o6g00000DWFW2AAP,0,PUIBC1,AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654600,a0o6g00000DVqfvAAD,0,PUIBC2,AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654601,a0o6g00000Dg73FAAR,0,PUIBC2,DY,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654602,a0o6g00000Dg73HAAR,0,PUIBC2,EA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654603,a0o6g00000DWQefAAH,0,PUIBC2,EG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654604,a0o6g00000DWQehAAH,0,PUIBC2,EI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654605,a0o6g00000DWFW3AAP,0,PUIBC2,EL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654606,a0o6g000007eD7MAAU,0,PUIBP1,AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654607,a0o6g00000A59G8AAJ,0,PUICON,AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654608,a0o6g00000DXATPAA5,0,PUICP6,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654609,a0o6g00000DQHjrAAH,0,PUIFM3,BA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654610,a0o6g00000DQFctAAH,0,PUINS2,AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654611,a0o6g00000DQFjhAAH,0,PUINS3,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654612,a0o6g00000DQFjiAAH,0,PUINS3,AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654613,a0o6g00000DXATJAA5,0,PUINS8,AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654614,a0o6g00000DQDR3AAP,0,PUINS9,AR,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654615,a0o6g00000DQ7p4AAD,0,PUIOC1,AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654616,a0o6g00000DQ7p7AAD,0,PUIOC5,AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654617,a0o6g00000DQDQxAAP,0,PUINS9,AL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654618,a0o6g00000DQDR2AAP,0,PUINS9,AQ,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654619,a0o6g00000DQ7p1AAD,0,PUINS9,AS,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654620,a0o6g000008oD4eAAE,0,PUIOC2,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654621,a0o6g00000DQ7p5AAD,0,PUIOC5,AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654622,a0o6g00000DQ7pAAAT,0,PUIOC5,AG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654623,a0o6g00000DQ86iAAD,0,PUIOC5,AJ,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654624,a0o6g00000DQ86oAAD,0,PUIOC5,AP,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654625,a0o6g00000Dg06hAAB,0,PUIPR1,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654626,a0o6g00000DWNwVAAX,0,PUIPR1,AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654627,a0o6g00000DgAEMAA3,0,PUIPR5,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654628,a0o6g00000Dg08nAAB,0,PUIPR5,AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654629,a0o6g00000DKcsDAAT,0,PUIVC6,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654630,a0o6g00000FJ7EJAA1,0,PUSI20,BA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654631,a0o6g000005etNwAAI,10,"PUF36 ",AC,Ativo,Em processo de finalização
5654632,a0o6g00000DPa7wAAD,100,"PU58V ",AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654633,a0o6g00000DPNJPAA5,100000,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654634,a0o6g00000Dfz2MAAR,100002,"PM488 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654635,a0o6g000008oZ5bAAE,100004,"PP93R ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654636,a0o6g00000DWXmLAAX,100011,"PM60C ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654637,a0o6g00000DW4c4AAD,100021,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654638,a0o6g000008o21fAAA,100027,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654639,a0o6g00000DPNRXAA5,100037,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654640,a0o6g000008oSwaAAE,10005,"PM364 ",AA,Finalizado - Resgate Pago,Finalizado - Caducou
5654641,a0o6g00000DQJO1AAP,100065,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654642,a0o6g000008oEZPAA2,100066,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654643,a0o6g00000DWXmJAAX,100068,"PM60C ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654644,a0o6g00000DRdveAAD,100075,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654645,a0o6g00000DSTKHAA5,100076,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654646,a0o6g0000082qH1AAI,100077,"PU36S ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654647,a0o6g00000DQ86lAAD,0,PUIOC5,AM,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654648,a0o6g00000DQ86mAAD,0,PUIOC5,AN,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654649,a0o6g00000DQ86nAAD,0,PUIOC5,AO,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654650,a0o6g00000DQ86sAAD,0,PUIOC5,AT,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654651,a0o6g00000DWNwWAAX,0,PUIPR2,AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654652,a0o6g00000Dg7kvAAB,0,PUIPR4,AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654653,a0o6g00000DUVedAAH,0,PUIPR4,AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654654,a0o6g00000Dg08pAAB,0,PUIPR6,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654655,a0o6g000006OO87AAG,0,"PUIS3 ",BR,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654656,a0o6g00000DKcYfAAL,10,"PP60L ",WB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654657,a0o6g00000DfuUMAAZ,1000,"PMC60 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654658,a0o6g000006YUClAAO,10001,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654659,a0o6g000007x9h5AAA,100012,"PU362 ",AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654660,a0o6g00000DOOLCAA5,10002,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654661,a0o6g000006F5Y3AAK,100025,"PUA48 ",AA,Ativo,Finalizado - Resgate Pago
5654662,a0o6g000008oGUzAAM,10003,"PP60M ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654663,a0o6g00000DU2ODAA1,100035,"PM484 ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5654664,a0o6g0000083nYQAAY,100035,"PU363 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654665,a0o6g00000DKcIYAA1,100037,"PM48M ",OG,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654666,a0o6g00000DWS0IAAX,100038,"PU48B ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654667,a0o6g00000DPCFOAA5,100039,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654668,a0o6g000008o6X5AAI,100047,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654669,a0o6g000008o9XzAAI,100056,"PP60  ",WA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654670,a0o6g000008o5tNAAQ,100062,"PM48E ",ED,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654671,a0o6g00000DKc7YAAT,10007,"PM36A ",CX,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654672,a0o6g000008o9GBAAY,100070,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654673,a0o6g00000DQDGQAA5,100073,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654674,a0o6g0000082qH5AAI,100076,"PU36S ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654675,a0o6g00000DKd6wAAD,100079,"PU36I ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654676,a0o6g00000DQ7p2AAD,0,PUINS9,AT,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654677,a0o6g00000DQ7p3AAD,0,PUIOC1,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654678,a0o6g00000DLRAwAAP,0,PUIOC2,AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654679,a0o6g00000DQ7p8AAD,0,PUIOC5,AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654680,a0o6g00000DQ7pBAAT,0,PUIOC5,AH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654681,a0o6g00000Dg06iAAB,0,PUIPR2,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654682,a0o6g00000DgAEKAA3,0,PUIPR3,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654683,a0o6g00000Dg7kuAAB,0,PUIPR5,AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654684,a0o6g00000Dg08oAAB,0,PUIPR6,AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654685,a0o6g000006Q5oDAAS,0,"PUIS3 ",BB,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654686,a0o6g000008oHwkAAE,100014,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654687,a0o6g00000DKb2LAAT,100015,"PU36M ",SB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654688,a0o6g00000DKbFFAA1,100017,"PM60  ",LE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654689,a0o6g000008oAvbAAE,10002,"PM481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654690,a0o6g000007ycI3AAI,100038,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Óbito
5654691,a0o6g00000DfxzpAAB,100039,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654692,a0o6g00000DfxzqAAB,100040,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654693,a0o6g00000DfxzrAAB,100041,"PU36C ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654694,a0o6g00000DOOdHAAX,100042,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654695,a0o6g00000DMjRCAA1,100048,"PM601 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654696,a0o6g00000DWMQNAA5,10006,"PM24D ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654697,a0o6g00000DQFinAAH,100060,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654698,a0o6g0000083ME8AAM,100064,"PP60M ",AB,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654699,a0o6g00000DSQSdAAP,100066,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654700,a0o6g00000DSQSdAAP,100066,"PU369 ",AD,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654701,a0o6g000007xH0uAAE,100071,"PM60  ",LA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654702,a0o6g00000C95DwAAJ,100076,"A48PM ",AB,Ativo,Finalizado - Resgate Pago
5654703,a0o6g0000083qKMAAY,100077,"PU36M ",SA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654704,a0o6g00000DOZCdAAP,10008,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654705,a0o6g00000DQ86hAAD,0,PUIOC5,AI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654706,a0o6g00000DQ86kAAD,0,PUIOC5,AL,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654707,a0o6g00000DQ86pAAD,0,PUIOC5,AQ,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654708,a0o6g00000DQ86qAAD,0,PUIOC5,AR,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654709,a0o6g00000DQ86rAAD,0,PUIOC5,AS,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654710,a0o6g00000DM9kpAAD,0,PUIPP1,AK,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654711,a0o6g00000DgAELAA3,0,PUIPR4,AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654712,a0o6g00000Dg08mAAB,0,PUIPR4,AF,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654713,a0o6g00000DUVehAAH,0,PUIPR5,AE,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654714,a0o6g000008oD4fAAE,0,PUIVC5,AI,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654715,a0o6g00000DMmDAAA1,1,"PU582 ",AB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654716,a0o6g000008oH1kAAE,10,"PM60W ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654717,a0o6g00000DKbGgAAL,100014,"PU36M ",SB,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654718,a0o6g000008nyXsAAI,100018,"PP60M ",AC,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654719,a0o6g000008oYl8AAE,10002,PUQR14,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654720,a0o6g00000DWa3cAAD,100023,"A60PM ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654721,a0o6g00000DRX1uAAH,100024,"PM604 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654722,a0o6g00000DQQlNAAX,10003,PUQR19,AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654723,a0o6g000007xXlvAAE,100042,"PM72P ",AA,Finalizado - Resgate Pago,Finalizado - Antecipado total
5654724,a0o6g00000DWS0OAAX,100044,"PU48A ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654725,a0o6g000005pqbvAAA,100051,"D60PM ",AA,Suspenso,Finalizado - Resgate Pago
5654726,a0o6g00000DKb13AAD,100064,"PM48M ",OH,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654727,a0o6g00000A5A93AAF,10007,"PM48  ",GA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654728,a0o6g00000DfqvHAAR,100072,"PM24D ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654729,a0o6g00000DPEwfAAH,100083,"PU481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654730,a0o6g00000A59ncAAB,100087,"PP60M ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654731,a0o6g00000DKcFcAAL,100088,"PP60M ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
5654732,a0o6g000008o7jJAAQ,1001,"PM481 ",AA,Finalizado - Resgate Pago,Finalizado - Fim de plano
